   No.   	Time N (s)	Depth N (µm)	Force N (mN)
 2886	  582.005	     0.35547	     0.18998
 2887	  582.208	     0.37725	     0.19853
 2888	  582.411	     0.39414	     0.20132
 2889	  582.614	     0.41374	     0.19958
 2890	  582.801	     0.43408	     0.18782
 2891	  583.004	     0.45843	     0.19182
 2892	  583.207	     0.47525	     0.18492
 2893	  583.409	     0.49446	     0.19007
 2894	  583.612	     0.51471	     0.19631
 2895	  583.815	     0.53528	     0.19480
 2896	  584.002	     0.55512	     0.18928
 2897	  584.205	     0.57671	     0.18863
 2898	  584.408	     0.59637	     0.18813
 2899	  584.611	     0.61440	     0.18788
 2900	  584.813	     0.63369	     0.18628
 2901	  585.001	     0.65472	     0.18686
 2902	  585.203	     0.67581	     0.18354
 2903	  585.406	     0.69659	     0.18346
 2904	  585.609	     0.71610	     0.18434
 2905	  585.812	     0.73407	     0.18332
 2906	  586.015	     0.75416	     0.17912
 2907	  586.202	     0.77380	     0.18385
 2908	  586.405	     0.79689	     0.17848
 2909	  586.607	     0.81584	     0.17639
 2910	  586.810	     0.83382	     0.17767
 2911	  587.013	     0.85480	     0.18250
 2912	  587.200	     0.87467	     0.17443
 2913	  587.403	     0.89572	     0.17857
 2914	  587.606	     0.91579	     0.18217
 2915	  587.809	     0.93649	     0.17854
 2916	  588.011	     0.95549	     0.18508
 2917	  588.214	     0.97415	     0.18223
 2918	  588.401	     0.99296	     0.17792
 2919	  588.604	     1.01590	     0.18310
 2920	  588.807	     1.03650	     0.17979
 2921	  589.010	     1.05444	     0.18288
 2922	  589.213	     1.07397	     0.17169
 2923	  589.415	     1.09428	     0.17955
 2924	  589.603	     1.11407	     0.17729
 2925	  589.805	     1.13564	     0.17476
 2926	  590.008	     1.15523	     0.17331
 2927	  590.211	     1.17466	     0.16336
 2928	  590.414	     1.19443	     0.17222
 2929	  590.601	     1.21196	     0.17891
 2930	  590.804	     1.23656	     0.17928
 2931	  591.007	     1.25723	     0.17742
 2932	  591.209	     1.27456	     0.17671
 2933	  591.412	     1.29555	     0.17856
 2934	  591.615	     1.31542	     0.18448
 2935	  591.802	     1.33310	     0.18657
 2936	  592.005	     1.35481	     0.17817
 2937	  592.208	     1.37681	     0.18099
 2938	  592.411	     1.39415	     0.18640
 2939	  592.613	     1.41628	     0.17652
 2940	  592.801	     1.43491	     0.16876
 2941	  593.003	     1.45501	     0.18278
 2942	  593.206	     1.47777	     0.17718
 2943	  593.409	     1.49634	     0.16929
 2944	  593.612	     1.51383	     0.17217
 2945	  593.815	     1.53510	     0.17205
 2946	  594.002	     1.55490	     0.17972
 2947	  594.205	     1.57578	     0.16775
 2948	  594.407	     1.59720	     0.17540
 2949	  594.610	     1.61427	     0.17418
 2950	  594.813	     1.63440	     0.17982
 2951	  595.016	     1.65527	     0.18307
 2952	  595.203	     1.67203	     0.17974
 2953	  595.406	     1.69600	     0.17788
 2954	  595.609	     1.71663	     0.16378
 2955	  595.811	     1.73482	     0.17791
 2956	  596.014	     1.75438	     0.17271
 2957	  596.201	     1.77377	     0.17345
 2958	  596.404	     1.79472	     0.17220
 2959	  596.607	     1.81801	     0.16639
 2960	  596.810	     1.83542	     0.17139
 2961	  597.013	     1.85409	     0.16663
 2962	  597.200	     1.87392	     0.17314
 2963	  597.403	     1.89609	     0.16518
 2964	  597.605	     1.91439	     0.17326
 2965	  597.808	     1.93558	     0.18018
 2966	  598.011	     1.95398	     0.17670
 2967	  598.214	     1.97557	     0.17200
 2968	  598.401	     1.99300	     0.16553
 2969	  598.604	     2.01585	     0.16145
 2970	  598.807	     2.03574	     0.16343
 2971	  599.009	     2.05521	     0.16692
 2972	  599.212	     2.07596	     0.17187
 2973	  599.415	     2.09149	     0.18240
 2974	  599.602	     2.10743	     0.32651
 2975	  599.805	     2.11850	     0.73928
 2976	  600.008	     2.13514	     1.28829
 2977	  600.211	     2.14774	     2.02492
 2978	  600.413	     2.16119	     2.94717
 2979	  600.601	     2.17101	     3.95779
 2980	  600.803	     2.19257	     5.14441
 2981	  601.006	     2.20797	     6.33626
 2982	  601.209	     2.22648	     7.52337
 2983	  601.412	     2.24682	     8.64343
 2984	  601.615	     2.27239	     9.66592
 2985	  601.802	     2.31793	     9.99144
 2986	  602.005	     2.34218	     9.77052
 2987	  602.207	     2.35236	     9.84246
 2988	  602.410	     2.37291	    10.01955
 2989	  602.613	     2.38798	     9.78708	49	Unload
 2990	  602.816	     2.38021	     8.85731
 2991	  603.003	     2.36388	     7.79181
 2992	  603.206	     2.34765	     6.61532
 2993	  603.409	     2.33073	     5.27565
 2994	  603.611	     2.31525	     4.04000
 2995	  603.814	     2.29550	     2.76333
 2996	  604.001	     2.27499	     1.68690
 2997	  604.204	     2.24666	     0.69378
 2998	  604.407	     2.20854	     0.16522
 2999	  604.610	     2.18448	     0.16089
 3000	  604.813	     2.16712	     0.15613
 3001	  605.015	     2.14447	     0.15301
 3002	  605.203	     2.12539	     0.16138
 3003	  605.405	     2.10334	     0.15226
 3004	  605.608	     2.08287	     0.15476
 3005	  605.811	     2.06457	     0.14543
 3006	  606.014	     2.04531	     0.13967
 3007	  606.201	     2.02555	     0.15104
 3008	  606.404	     2.00435	     0.14709
 3009	  606.607	     1.98376	     0.15103
 3010	  606.809	     1.96344	     0.14851
 3011	  607.012	     1.94749	     0.16039
 3012	  607.215	     1.92452	     0.15769
 3013	  607.402	     1.90469	     0.15022
 3014	  607.605	     1.88188	     0.15723
 3015	  607.808	     1.86374	     0.15126
 3016	  608.011	     1.84493	     0.15223
 3017	  608.213	     1.82530	     0.16023
 3018	  608.401	     1.80521	     0.15872
 3019	  608.603	     1.78342	     0.15921
 3020	  608.806	     1.76357	     0.15328
 3021	  609.009	     1.74252	     0.16184
 3022	  609.212	     1.72434	     0.14917
 3023	  609.415	     1.70394	     0.16015
 3024	  609.602	     1.68822	     0.15731
 3025	  609.805	     1.66246	     0.15164
 3026	  610.007	     1.64316	     0.16131
 3027	  610.210	     1.62424	     0.16368
 3028	  610.413	     1.60537	     0.16084
 3029	  610.616	     1.58505	     0.15417
 3030	  610.803	     1.56648	     0.14922
 3031	  611.006	     1.54234	     0.15144
 3032	  611.209	     1.52350	     0.15108
 3033	  611.411	     1.50592	     0.15391
 3034	  611.614	     1.48555	     0.15413
 3035	  611.801	     1.46486	     0.15167
 3036	  612.004	     1.44241	     0.14770
 3037	  612.207	     1.42360	     0.14500
 3038	  612.410	     1.40684	     0.15658
 3039	  612.613	     1.38649	     0.14966
 3040	  612.815	     1.36712	     0.15841
 3041	  613.003	     1.34515	     0.15030
 3042	  613.205	     1.32345	     0.16103
 3043	  613.408	     1.30418	     0.15721
 3044	  613.611	     1.28515	     0.15593
 3045	  613.814	     1.26633	     0.15766
 3046	  614.001	     1.24456	     0.15669
 3047	  614.204	     1.22374	     0.15321
 3048	  614.407	     1.20362	     0.15854
 3049	  614.609	     1.18302	     0.16393
 3050	  614.812	     1.16600	     0.15500
 3051	  615.015	     1.14475	     0.15737
 3052	  615.202	     1.12622	     0.16243
 3053	  615.405	     1.10286	     0.15594
 3054	  615.608	     1.08424	     0.16069
 3055	  615.811	     1.06384	     0.16256
 3056	  616.013	     1.04600	     0.16174
 3057	  616.201	     1.02403	     0.15813
 3058	  616.403	     1.00463	     0.16064
 3059	  616.606	     0.98421	     0.16246
 3060	  616.809	     0.96353	     0.15935
 3061	  617.012	     0.94553	     0.16134
 3062	  617.215	     0.92511	     0.16250
 3063	  617.402	     0.90458	     0.15605
 3064	  617.605	     0.88267	     0.15245
 3065	  617.807	     0.86429	     0.15435
 3066	  618.010	     0.84493	     0.16310
 3067	  618.213	     0.82452	     0.15732
 3068	  618.416	     0.80532	     0.15956
 3069	  618.603	     0.78542	     0.15668
 3070	  618.806	     0.76255	     0.16239
 3071	  619.009	     0.74367	     0.16573
 3072	  619.211	     0.72435	     0.16899
 3073	  619.414	     0.70490	     0.16563
 3074	  619.601	     0.68386	     0.16926
 3075	  619.804	     0.66439	     0.16589
 3076	  620.007	     0.64374	     0.17120
 3077	  620.210	     0.62820	     0.17723
 3078	  620.413	     0.60436	     0.17011
 3079	  620.615	     0.58586	     0.16596
 3080	  620.803	     0.56652	     0.16948
 3081	  621.005	     0.54255	     0.16856
 3082	  621.208	     0.52433	     0.16802
 3083	  621.411	     0.50486	     0.16795
 3084	  621.614	     0.48525	     0.16871
 3085	  621.801	     0.46598	     0.17130
 3086	  622.004	     0.44407	     0.17070
 3087	  622.207	     0.42230	     0.16804
 3088	  622.409	     0.40249	     0.17373
 3089	  622.612	     0.38615	     0.16611
 3090	  622.815	     0.36614	     0.16792
 3091	  623.002	     0.34577	     0.16662
 3092	  623.205	     0.32383	     0.17323
 3093	  623.408	     0.30585	     0.16609
 3094	  623.611	     0.28452	     0.16606
 3095	  623.813	     0.26524	     0.16393
 3096	  624.001	     0.24552	     0.17202
 3097	  624.203	     0.22387	     0.17870
 3098	  624.406	     0.20338	     0.17905
 3099	  624.609	     0.18316	     0.17303
 3100	  624.812	     0.16398	     0.17411
 3101	  625.015	     0.14539	     0.17125
 3102	  625.202	     0.12544	     0.17997
 3103	  625.405	     0.10239	     0.17725
 3104	  625.607	     0.08401	     0.17740
 3105	  625.810	     0.06229	     0.17807
 3106	  626.013	     0.04546	     0.17972
 3107	  626.200	     0.02472	     0.17213
 3108	  626.403	     0.00384	     0.18737
 3109	  626.606	     0.01695	     0.18005	50	Load
 3110	  626.809	     0.03641	     0.17728
 3111	  627.011	     0.05181	     0.18606
 3112	  627.214	     0.07474	     0.18732
 3113	  627.401	     0.09351	     0.18446
 3114	  627.604	     0.11620	     0.19254
 3115	  627.807	     0.13495	     0.18808
 3116	  628.010	     0.15381	     0.19130
 3117	  628.213	     0.17399	     0.18956
 3118	  628.415	     0.19044	     0.19166
 3119	  628.603	     0.21429	     0.18932
 3120	  628.805	     0.23428	     0.20475
 3121	  629.008	     0.25578	     0.20698
 3122	  629.211	     0.27521	     0.19519
 3123	  629.414	     0.29420	     0.19452
 3124	  629.601	     0.31228	     0.19355
 3125	  629.804	     0.33659	     0.19203
 3126	  630.007	     0.35583	     0.19374
 3127	  630.209	     0.37540	     0.19420
 3128	  630.412	     0.39369	     0.19992
 3129	  630.615	     0.41420	     0.19232
 3130	  630.802	     0.43056	     0.19125
 3131	  631.005	     0.45615	     0.19339
 3132	  631.208	     0.47664	     0.19370
 3133	  631.411	     0.49303	     0.19732
 3134	  631.613	     0.51387	     0.20310
 3135	  631.801	     0.53407	     0.20031
 3136	  632.003	     0.55619	     0.20014
 3137	  632.206	     0.57636	     0.19408
 3138	  632.409	     0.59333	     0.20130
 3139	  632.612	     0.61390	     0.20417
 3140	  632.815	     0.63477	     0.20124
 3141	  633.002	     0.65455	     0.19858
 3142	  633.205	     0.67512	     0.20123
 3143	  633.407	     0.69586	     0.18611
 3144	  633.610	     0.71271	     0.20422
 3145	  633.813	     0.73464	     0.19636
 3146	  634.016	     0.75416	     0.19755
 3147	  634.203	     0.77320	     0.20616
 3148	  634.406	     0.79595	     0.19808
 3149	  634.609	     0.81440	     0.20600
 3150	  634.811	     0.83267	     0.20615
 3151	  635.014	     0.85480	     0.20694
 3152	  635.201	     0.87212	     0.20420
 3153	  635.404	     0.89479	     0.19674
 3154	  635.607	     0.91382	     0.20259
 3155	  635.810	     0.93396	     0.19521
 3156	  636.013	     0.95437	     0.20179
 3157	  636.200	     0.97273	     0.20599
 3158	  636.403	     0.99486	     0.20460
 3159	  636.605	     1.01489	     0.20472
 3160	  636.808	     1.03413	     0.20303
 3161	  637.011	     1.05430	     0.19826
 3162	  637.214	     1.07359	     0.20090
 3163	  637.401	     1.09292	     0.20588
 3164	  637.604	     1.11515	     0.20855
 3165	  637.807	     1.13435	     0.20415
 3166	  638.009	     1.15275	     0.20700
 3167	  638.212	     1.17438	     0.20790
 3168	  638.415	     1.19428	     0.20505
 3169	  638.602	     1.21200	     0.21547
 3170	  638.805	     1.23544	     0.21463
 3171	  639.008	     1.25627	     0.21012
 3172	  639.211	     1.27414	     0.21610
 3173	  639.413	     1.29373	     0.21125
 3174	  639.601	     1.31135	     0.21424
 3175	  639.803	     1.33608	     0.21054
 3176	  640.006	     1.35576	     0.21671
 3177	  640.209	     1.37472	     0.21472
 3178	  640.412	     1.39421	     0.21119
 3179	  640.615	     1.41348	     0.21529
 3180	  640.802	     1.43400	     0.21693
 3181	  641.005	     1.45590	     0.21388
 3182	  641.207	     1.47454	     0.20629
 3183	  641.410	     1.49371	     0.21619
 3184	  641.613	     1.51489	     0.21533
 3185	  641.816	     1.53373	     0.22772
 3186	  642.003	     1.55369	     0.21387
 3187	  642.206	     1.57561	     0.21209
 3188	  642.409	     1.59670	     0.21776
 3189	  642.611	     1.61328	     0.21008
 3190	  642.814	     1.63451	     0.21863
 3191	  643.001	     1.65373	     0.21087
 3192	  643.204	     1.67410	     0.21858
 3193	  643.407	     1.69659	     0.21327
 3194	  643.610	     1.71404	     0.21105
 3195	  643.813	     1.73387	     0.21318
 3196	  644.015	     1.75224	     0.21400
 3197	  644.203	     1.77381	     0.21119
 3198	  644.405	     1.79750	     0.21459
 3199	  644.608	     1.81324	     0.21012
 3200	  644.811	     1.83319	     0.21856
 3201	  645.014	     1.85324	     0.22191
 3202	  645.201	     1.87212	     0.20824
 3203	  645.404	     1.89415	     0.21605
 3204	  645.607	     1.91438	     0.20846
 3205	  645.809	     1.93415	     0.21254
 3206	  646.012	     1.95230	     0.21086
 3207	  646.215	     1.97374	     0.21277
 3208	  646.402	     1.99550	     0.22516
 3209	  646.605	     2.01449	     0.22161
 3210	  646.808	     2.03732	     0.21789
 3211	  647.011	     2.05412	     0.22143
 3212	  647.213	     2.07371	     0.21412
 3213	  647.401	     2.09262	     0.22115
 3214	  647.603	     2.11494	     0.21747
 3215	  647.806	     2.13655	     0.21976
 3216	  648.009	     2.15631	     0.21175
 3217	  648.212	     2.17288	     0.21528
 3218	  648.415	     2.19012	     0.24034
 3219	  648.602	     2.20580	     0.36982
 3220	  648.805	     2.21669	     0.80830
 3221	  649.007	     2.23133	     1.42736
 3222	  649.210	     2.24266	     2.17887
 3223	  649.413	     2.26244	     3.09941
 3224	  649.616	     2.27725	     4.05752
 3225	  649.803	     2.29005	     5.12480
 3226	  650.006	     2.31163	     6.31882
 3227	  650.209	     2.33083	     7.43430
 3228	  650.411	     2.34902	     8.47642
 3229	  650.614	     2.37212	     9.43604
 3230	  650.801	     2.41270	     9.89660
 3231	  651.004	     2.44073	     9.74246
 3232	  651.207	     2.45420	     9.71147
 3233	  651.410	     2.47077	     9.88060
 3234	  651.613	     2.48685	     9.74209	51	Unload
 3235	  651.815	     2.47827	     8.86852
 3236	  652.003	     2.46517	     7.86893
 3237	  652.205	     2.45016	     6.64634
 3238	  652.408	     2.43336	     5.28296
 3239	  652.611	     2.41511	     4.01402
 3240	  652.814	     2.39464	     2.75581
 3241	  653.001	     2.37466	     1.72749
 3242	  653.204	     2.35186	     0.75547
 3243	  653.407	     2.31106	     0.21866
 3244	  653.609	     2.28315	     0.21167
 3245	  653.812	     2.26396	     0.21251
 3246	  654.015	     2.24587	     0.20949
 3247	  654.202	     2.22788	     0.20499
 3248	  654.405	     2.20419	     0.21738
 3249	  654.608	     2.18470	     0.21398
 3250	  654.811	     2.16424	     0.21503
 3251	  655.013	     2.14505	     0.21095
 3252	  655.201	     2.12673	     0.20725
 3253	  655.403	     2.10411	     0.21543
 3254	  655.606	     2.08194	     0.20918
 3255	  655.809	     2.06697	     0.20452
 3256	  656.012	     2.04575	     0.20921
 3257	  656.215	     2.02530	     0.21415
 3258	  656.402	     2.00549	     0.20951
 3259	  656.605	     1.98383	     0.21308
 3260	  656.807	     1.96326	     0.21101
 3261	  657.010	     1.94583	     0.20997
 3262	  657.213	     1.92626	     0.20694
 3263	  657.416	     1.90410	     0.20586
 3264	  657.603	     1.88667	     0.20492
 3265	  657.806	     1.86535	     0.20599
 3266	  658.009	     1.84583	     0.20935
 3267	  658.211	     1.82689	     0.19860
 3268	  658.414	     1.80552	     0.20578
 3269	  658.601	     1.78479	     0.20490
 3270	  658.804	     1.76452	     0.20615
 3271	  659.007	     1.74278	     0.20317
 3272	  659.210	     1.72589	     0.20960
 3273	  659.413	     1.70556	     0.21321
 3274	  659.615	     1.68555	     0.20751
 3275	  659.803	     1.66745	     0.19897
 3276	  660.005	     1.64372	     0.20143
 3277	  660.208	     1.62366	     0.20412
 3278	  660.411	     1.60458	     0.20069
 3279	  660.614	     1.58568	     0.19813
 3280	  660.801	     1.56510	     0.20393
 3281	  661.004	     1.54387	     0.20976
 3282	  661.207	     1.52391	     0.19986
 3283	  661.409	     1.50272	     0.20310
 3284	  661.612	     1.48522	     0.20361
 3285	  661.815	     1.46509	     0.20683
 3286	  662.002	     1.44730	     0.20846
 3287	  662.205	     1.42436	     0.20700
 3288	  662.408	     1.40486	     0.21203
 3289	  662.611	     1.38550	     0.20776
 3290	  662.813	     1.36552	     0.20137
 3291	  663.001	     1.34467	     0.21098
 3292	  663.203	     1.32517	     0.22436
 3293	  663.406	     1.30299	     0.21615
 3294	  663.609	     1.28397	     0.20456
 3295	  663.812	     1.26583	     0.20751
 3296	  664.015	     1.24541	     0.20896
 3297	  664.202	     1.22755	     0.20724
 3298	  664.405	     1.20457	     0.22006
 3299	  664.607	     1.18252	     0.21926
 3300	  664.810	     1.16556	     0.21028
 3301	  665.013	     1.14640	     0.21495
 3302	  665.200	     1.12637	     0.21136
 3303	  665.403	     1.10503	     0.21204
 3304	  665.606	     1.08508	     0.22373
 3305	  665.809	     1.06263	     0.21852
 3306	  666.011	     1.04591	     0.22075
 3307	  666.214	     1.02366	     0.21496
 3308	  666.401	     1.00560	     0.21501
 3309	  666.604	     0.98408	     0.20784
 3310	  666.807	     0.96321	     0.22179
 3311	  667.010	     0.94436	     0.22527
 3312	  667.213	     0.92484	     0.21209
 3313	  667.415	     0.90693	     0.21929
 3314	  667.603	     0.88796	     0.21019
 3315	  667.805	     0.86637	     0.21141
 3316	  668.008	     0.84449	     0.21178
 3317	  668.211	     0.82626	     0.21016
 3318	  668.414	     0.80706	     0.20919
 3319	  668.601	     0.78593	     0.21095
 3320	  668.804	     0.76342	     0.20930
 3321	  669.007	     0.74393	     0.21508
 3322	  669.209	     0.72658	     0.21068
 3323	  669.412	     0.70591	     0.21778
 3324	  669.615	     0.68562	     0.21030
 3325	  669.802	     0.66613	     0.22196
 3326	  670.005	     0.64469	     0.21177
 3327	  670.208	     0.62362	     0.21284
 3328	  670.411	     0.60414	     0.21657
 3329	  670.613	     0.58753	     0.20789
 3330	  670.801	     0.56777	     0.21546
 3331	  671.003	     0.54476	     0.21528
 3332	  671.206	     0.52315	     0.20391
 3333	  671.409	     0.50509	     0.20050
 3334	  671.612	     0.48546	     0.20803
 3335	  671.815	     0.46408	     0.20783
 3336	  672.002	     0.44726	     0.22031
 3337	  672.205	     0.42368	     0.21715
 3338	  672.407	     0.40433	     0.21608
 3339	  672.610	     0.38513	     0.21121
 3340	  672.813	     0.36642	     0.21373
 3341	  673.016	     0.34459	     0.21246
 3342	  673.203	     0.32726	     0.21037
 3343	  673.406	     0.30341	     0.22689
 3344	  673.609	     0.28453	     0.22262
 3345	  673.811	     0.26651	     0.21111
 3346	  674.014	     0.24563	     0.21126
 3347	  674.201	     0.22789	     0.23259
 3348	  674.404	     0.20440	     0.22005
 3349	  674.607	     0.18526	     0.21750
 3350	  674.810	     0.16585	     0.20848
 3351	  675.013	     0.14612	     0.21534
 3352	  675.200	     0.12620	     0.22038
 3353	  675.403	     0.10345	     0.21217
 3354	  675.605	     0.08398	     0.21422
 3355	  675.808	     0.06516	     0.22291
 3356	  676.011	     0.04460	     0.21918
 3357	  676.214	     0.02529	     0.22186
 3358	  676.401	     0.00596	     0.21175
 3359	  676.604	     0.01628	     0.22360	52	Load
 3360	  676.807	     0.03437	     0.22293
 3361	  677.009	     0.05430	     0.22099
 3362	  677.212	     0.07418	     0.23280
 3363	  677.415	     0.09459	     0.21716
 3364	  677.602	     0.11271	     0.22613
 3365	  677.805	     0.13418	     0.22440
 3366	  678.008	     0.15369	     0.22397
 3367	  678.211	     0.17255	     0.23102
 3368	  678.414	     0.19267	     0.22569
 3369	  678.601	     0.21392	     0.22313
 3370	  678.804	     0.23296	     0.22697
 3371	  679.006	     0.25474	     0.23230
 3372	  679.209	     0.27430	     0.23220
 3373	  679.412	     0.29304	     0.23123
 3374	  679.615	     0.31461	     0.22167
 3375	  679.802	     0.33175	     0.22525
 3376	  680.005	     0.35448	     0.22361
 3377	  680.208	     0.37553	     0.23081
 3378	  680.410	     0.39450	     0.22229
 3379	  680.613	     0.41368	     0.21903
 3380	  680.816	     0.43313	     0.22189
 3381	  681.003	     0.45212	     0.22701
 3382	  681.206	     0.47519	     0.22350
 3383	  681.409	     0.49480	     0.22752
 3384	  681.612	     0.51360	     0.22392
 3385	  681.814	     0.53265	     0.22818
 3386	  682.002	     0.55289	     0.23139
 3387	  682.204	     0.57533	     0.23128
 3388	  682.407	     0.59455	     0.22979
 3389	  682.610	     0.61459	     0.23853
 3390	  682.813	     0.63286	     0.23802
 3391	  683.016	     0.65493	     0.22949
 3392	  683.203	     0.67283	     0.23216
 3393	  683.406	     0.69644	     0.23862
 3394	  683.608	     0.71605	     0.23224
 3395	  683.811	     0.73257	     0.23363
 3396	  684.014	     0.75212	     0.23578
 3397	  684.201	     0.77283	     0.24080
 3398	  684.404	     0.79507	     0.23477
 3399	  684.607	     0.81396	     0.23227
 3400	  684.810	     0.83052	     0.22845
 3401	  685.012	     0.85104	     0.23216
 3402	  685.200	     0.87424	     0.23459
 3403	  685.402	     0.89523	     0.22781
 3404	  685.605	     0.91375	     0.24076
 3405	  685.808	     0.93515	     0.23870
 3406	  686.011	     0.95328	     0.23668
 3407	  686.214	     0.97282	     0.24431
 3408	  686.401	     0.99117	     0.22890
 3409	  686.604	     1.01404	     0.23571
 3410	  686.806	     1.03474	     0.23035
 3411	  687.009	     1.05579	     0.23376
 3412	  687.212	     1.07286	     0.23466
 3413	  687.415	     1.09254	     0.24083
 3414	  687.602	     1.11208	     0.24166
 3415	  687.805	     1.13409	     0.24882
 3416	  688.008	     1.15353	     0.22984
 3417	  688.210	     1.17232	     0.23540
 3418	  688.413	     1.19389	     0.23872
 3419	  688.616	     1.21343	     0.23353
 3420	  688.803	     1.23292	     0.23259
 3421	  689.006	     1.25543	     0.23784
 3422	  689.209	     1.27231	     0.23973
 3423	  689.412	     1.29300	     0.23415
 3424	  689.614	     1.31275	     0.23408
 3425	  689.802	     1.33271	     0.23118
 3426	  690.004	     1.35463	     0.23641
 3427	  690.207	     1.37414	     0.23535
 3428	  690.410	     1.39146	     0.23643
 3429	  690.613	     1.41245	     0.24137
 3430	  690.816	     1.43424	     0.23978
 3431	  691.003	     1.45267	     0.22479
 3432	  691.206	     1.47417	     0.23576
 3433	  691.408	     1.49436	     0.23437
 3434	  691.611	     1.51384	     0.23684
 3435	  691.814	     1.53346	     0.23212
 3436	  692.001	     1.55297	     0.23828
 3437	  692.204	     1.57594	     0.24093
 3438	  692.407	     1.59592	     0.24071
 3439	  692.610	     1.61431	     0.22981
 3440	  692.812	     1.63190	     0.23129
 3441	  693.015	     1.65328	     0.23301
 3442	  693.202	     1.66882	     0.23910
 3443	  693.405	     1.69457	     0.24183
 3444	  693.608	     1.71630	     0.23312
 3445	  693.811	     1.73247	     0.24288
 3446	  694.014	     1.75400	     0.23341
 3447	  694.201	     1.77177	     0.23796
 3448	  694.404	     1.79437	     0.23584
 3449	  694.606	     1.81507	     0.23869
 3450	  694.809	     1.83241	     0.24197
 3451	  695.012	     1.85369	     0.23970
 3452	  695.215	     1.87328	     0.23799
 3453	  695.402	     1.89042	     0.22819
 3454	  695.605	     1.91535	     0.22965
 3455	  695.808	     1.93646	     0.23951
 3456	  696.010	     1.95353	     0.23701
 3457	  696.213	     1.97162	     0.21601
 3458	  696.416	     1.99385	     0.22358
 3459	  696.603	     2.01300	     0.23224
 3460	  696.806	     2.03575	     0.23179
 3461	  697.009	     2.05591	     0.23627
 3462	  697.212	     2.07320	     0.22822
 3463	  697.414	     2.09407	     0.22342
 3464	  697.602	     2.11088	     0.23295
 3465	  697.804	     2.13443	     0.23169
 3466	  698.007	     2.15654	     0.22886
 3467	  698.210	     2.17328	     0.22871
 3468	  698.413	     2.19304	     0.22573
 3469	  698.616	     2.21244	     0.23052
 3470	  698.803	     2.23282	     0.23153
 3471	  699.006	     2.25403	     0.22665
 3472	  699.208	     2.27420	     0.22253
 3473	  699.411	     2.29099	     0.24878
 3474	  699.614	     2.30784	     0.39227
 3475	  699.801	     2.31607	     0.73350
 3476	  700.004	     2.33192	     1.38051
 3477	  700.207	     2.34583	     2.19756
 3478	  700.410	     2.35919	     3.19745
 3479	  700.612	     2.37381	     4.19533
 3480	  700.815	     2.39196	     5.33064
 3481	  701.002	     2.40804	     6.45276
 3482	  701.205	     2.42573	     7.61930
 3483	  701.408	     2.44918	     8.72898
 3484	  701.611	     2.47528	     9.53896
 3485	  701.814	     2.51925	     9.67050
 3486	  702.001	     2.53623	     9.52233
 3487	  702.204	     2.55388	     9.66633
 3488	  702.406	     2.57376	     9.86159
 3489	  702.609	     2.58793	     9.54650	53	Unload
 3490	  702.812	     2.58103	     8.66940
 3491	  703.015	     2.56766	     7.48065
 3492	  703.202	     2.55224	     6.28666
 3493	  703.405	     2.53182	     4.97263
 3494	  703.608	     2.51189	     3.75783
 3495	  703.810	     2.49409	     2.60035
 3496	  704.013	     2.47346	     1.50638
 3497	  704.200	     2.44885	     0.63228
 3498	  704.403	     2.40497	     0.21741
 3499	  704.606	     2.38781	     0.20415
 3500	  704.809	     2.36529	     0.21969
 3501	  705.012	     2.34579	     0.21212
 3502	  705.214	     2.32432	     0.21414
 3503	  705.402	     2.30834	     0.21260
 3504	  705.604	     2.28411	     0.21542
 3505	  705.807	     2.26352	     0.21769
 3506	  706.010	     2.24522	     0.20550
 3507	  706.213	     2.22632	     0.20713
 3508	  706.416	     2.20618	     0.21168
 3509	  706.603	     2.18722	     0.20860
 3510	  706.806	     2.16479	     0.20654
 3511	  707.008	     2.14392	     0.20929
 3512	  707.211	     2.12598	     0.21166
 3513	  707.414	     2.10610	     0.20874
 3514	  707.601	     2.08618	     0.20538
 3515	  707.804	     2.06589	     0.20909
 3516	  708.007	     2.04495	     0.20361
 3517	  708.210	     2.02628	     0.20094
 3518	  708.412	     2.00548	     0.20718
 3519	  708.615	     1.98507	     0.19736
 3520	  708.802	     1.96735	     0.20206
 3521	  709.005	     1.94483	     0.20679
 3522	  709.208	     1.92444	     0.20595
 3523	  709.411	     1.90581	     0.19775
 3524	  709.614	     1.88684	     0.20458
 3525	  709.801	     1.86666	     0.18437
 3526	  710.004	     1.84434	     0.20133
 3527	  710.206	     1.82279	     0.19233
 3528	  710.409	     1.80297	     0.19995
 3529	  710.612	     1.78655	     0.19535
 3530	  710.815	     1.76738	     0.20115
 3531	  711.002	     1.74573	     0.20102
 3532	  711.205	     1.72519	     0.19715
 3533	  711.408	     1.70356	     0.20208
 3534	  711.610	     1.68515	     0.20323
 3535	  711.813	     1.66634	     0.20155
 3536	  712.016	     1.64519	     0.20019
 3537	  712.203	     1.62603	     0.20172
 3538	  712.406	     1.60230	     0.20741
 3539	  712.609	     1.58421	     0.19899
 3540	  712.812	     1.56745	     0.19589
 3541	  713.014	     1.54648	     0.20156
 3542	  713.202	     1.52643	     0.20279
 3543	  713.404	     1.50529	     0.20278
 3544	  713.607	     1.48335	     0.19996
 3545	  713.810	     1.46510	     0.20143
 3546	  714.013	     1.44614	     0.19894
 3547	  714.200	     1.42956	     0.19827
 3548	  714.403	     1.40454	     0.19633
