   No.   	Time N (s)	Depth N (µm)	Force N (mN)
 1927	  390.203	     1.62459	     0.13625
 1928	  390.406	     1.60071	     0.13601
 1929	  390.609	     1.58062	     0.13887
 1930	  390.811	     1.56438	     0.13164
 1931	  391.014	     1.54298	     0.13108
 1932	  391.201	     1.52423	     0.12471
 1933	  391.404	     1.50204	     0.13423
 1934	  391.607	     1.48062	     0.12524
 1935	  391.810	     1.46396	     0.11745
 1936	  392.013	     1.44208	     0.11972
 1937	  392.215	     1.42441	     0.12107
 1938	  392.403	     1.40270	     0.11701
 1939	  392.605	     1.37996	     0.12068
 1940	  392.808	     1.36235	     0.11967
 1941	  393.011	     1.34312	     0.11923
 1942	  393.214	     1.32319	     0.11923
 1943	  393.401	     1.30265	     0.12176
 1944	  393.604	     1.28203	     0.11219
 1945	  393.807	     1.26373	     0.10567
 1946	  394.009	     1.24115	     0.10138
 1947	  394.212	     1.22418	     0.10485
 1948	  394.415	     1.20342	     0.10877
 1949	  394.602	     1.18460	     0.10509
 1950	  394.805	     1.16182	     0.09736
 1951	  395.008	     1.14216	     0.10237
 1952	  395.211	     1.12370	     0.10189
 1953	  395.413	     1.10418	     0.10535
 1954	  395.601	     1.08323	     0.09580
 1955	  395.803	     1.06241	     0.10058
 1956	  396.006	     1.04195	     0.10911
 1957	  396.209	     1.02247	     0.10010
 1958	  396.412	     1.00261	     0.10297
 1959	  396.615	     0.98264	     0.09323
 1960	  396.802	     0.96397	     0.09604
 1961	  397.005	     0.94214	     0.09484
 1962	  397.207	     0.92293	     0.09651
 1963	  397.410	     0.90282	     0.09327
 1964	  397.613	     0.88283	     0.09929
 1965	  397.800	     0.86279	     0.09513
 1966	  398.003	     0.84037	     0.09352
 1967	  398.206	     0.82002	     0.09793
 1968	  398.409	     0.80315	     0.09178
 1969	  398.611	     0.78383	     0.08769
 1970	  398.814	     0.76455	     0.08840
 1971	  399.001	     0.74282	     0.08742
 1972	  399.204	     0.72235	     0.08218
 1973	  399.407	     0.70148	     0.08855
 1974	  399.610	     0.68460	     0.08557
 1975	  399.813	     0.66376	     0.08529
 1976	  400.015	     0.64314	     0.08120
 1977	  400.203	     0.62382	     0.08968
 1978	  400.405	     0.60280	     0.08071
 1979	  400.608	     0.58150	     0.08040
 1980	  400.811	     0.56433	     0.08621
 1981	  401.014	     0.54294	     0.08838
 1982	  401.201	     0.52317	     0.07990
 1983	  401.404	     0.50180	     0.08447
 1984	  401.607	     0.48085	     0.08624
 1985	  401.809	     0.46312	     0.08558
 1986	  402.012	     0.44326	     0.08198
 1987	  402.215	     0.42340	     0.07712
 1988	  402.402	     0.40318	     0.08918
 1989	  402.605	     0.38209	     0.07860
 1990	  402.808	     0.36134	     0.08145
 1991	  403.011	     0.34245	     0.07868
 1992	  403.213	     0.32337	     0.07648
 1993	  403.401	     0.30301	     0.08533
 1994	  403.603	     0.28312	     0.07928
 1995	  403.806	     0.26053	     0.08999
 1996	  404.009	     0.24118	     0.08446
 1997	  404.212	     0.22280	     0.07697
 1998	  404.415	     0.20284	     0.08546
 1999	  404.602	     0.18325	     0.07784
 2000	  404.805	     0.16104	     0.06862
 2001	  405.007	     0.14245	     0.07450
 2002	  405.210	     0.12203	     0.06809
 2003	  405.413	     0.10258	     0.07478
 2004	  405.600	     0.08396	     0.06893
 2005	  405.803	     0.06298	     0.06913
 2006	  406.006	     0.04245	     0.06285
 2007	  406.209	     0.02184	     0.06987
 2008	  406.411	     0.00430	     0.06975
 2009	  406.614	     0.01622	     0.07289	40	Load
 2010	  406.801	     0.03540	     0.07395
 2011	  407.004	     0.05674	     0.08136
 2012	  407.207	     0.07933	     0.08648
 2013	  407.410	     0.09704	     0.08107
 2014	  407.613	     0.11620	     0.08497
 2015	  407.800	     0.13599	     0.08057
 2016	  408.003	     0.15644	     0.08247
 2017	  408.205	     0.17789	     0.07796
 2018	  408.408	     0.19779	     0.08777
 2019	  408.611	     0.21598	     0.08270
 2020	  408.814	     0.23599	     0.08072
 2021	  409.001	     0.25508	     0.08086
 2022	  409.204	     0.27810	     0.08860
 2023	  409.407	     0.29692	     0.08512
 2024	  409.609	     0.31679	     0.08605
 2025	  409.812	     0.33617	     0.08738
 2026	  410.015	     0.35585	     0.08785
 2027	  410.202	     0.37436	     0.09520
 2028	  410.405	     0.39658	     0.09469
 2029	  410.608	     0.41757	     0.09407
 2030	  410.811	     0.43574	     0.08492
 2031	  411.013	     0.45603	     0.09313
 2032	  411.201	     0.47649	     0.08819
 2033	  411.403	     0.49835	     0.07608
 2034	  411.606	     0.51884	     0.08441
 2035	  411.809	     0.53592	     0.09454
 2036	  412.012	     0.55565	     0.07944
 2037	  412.215	     0.57633	     0.08790
 2038	  412.402	     0.59524	     0.09260
 2039	  412.605	     0.61876	     0.08945
 2040	  412.807	     0.63758	     0.08563
 2041	  413.010	     0.65689	     0.08454
 2042	  413.213	     0.67647	     0.08744
 2043	  413.416	     0.69556	     0.08716
 2044	  413.603	     0.71581	     0.09038
 2045	  413.806	     0.73744	     0.08155
 2046	  414.009	     0.75774	     0.08300
 2047	  414.211	     0.77686	     0.09463
 2048	  414.414	     0.79629	     0.09222
 2049	  414.601	     0.81582	     0.08687
 2050	  414.804	     0.83899	     0.07988
 2051	  415.007	     0.85734	     0.08484
 2052	  415.210	     0.87551	     0.08982
 2053	  415.413	     0.89698	     0.08879
 2054	  415.600	     0.91569	     0.08851
 2055	  415.803	     0.93631	     0.07574
 2056	  416.005	     0.95744	     0.08248
 2057	  416.208	     0.97834	     0.08697
 2058	  416.411	     0.99688	     0.08991
 2059	  416.614	     1.01662	     0.07631
 2060	  416.801	     1.03517	     0.08769
 2061	  417.004	     1.05956	     0.07802
 2062	  417.207	     1.07723	     0.07110
 2063	  417.409	     1.09522	     0.08546
 2064	  417.612	     1.11633	     0.08078
 2065	  417.815	     1.13648	     0.08808
 2066	  418.002	     1.15486	     0.08853
 2067	  418.205	     1.17648	     0.07658
 2068	  418.408	     1.19839	     0.07736
 2069	  418.611	     1.21602	     0.07700
 2070	  418.813	     1.23503	     0.07730
 2071	  419.001	     1.25782	     0.07848
 2072	  419.203	     1.27821	     0.07438
 2073	  419.406	     1.29904	     0.07641
 2074	  419.609	     1.31577	     0.07754
 2075	  419.812	     1.33665	     0.08032
 2076	  420.015	     1.35613	     0.08028
 2077	  420.202	     1.37499	     0.08530
 2078	  420.405	     1.39556	     0.07858
 2079	  420.607	     1.41745	     0.07895
 2080	  420.810	     1.43659	     0.07577
 2081	  421.013	     1.45577	     0.07812
 2082	  421.216	     1.47646	     0.08620
 2083	  421.403	     1.49631	     0.07645
 2084	  421.606	     1.51752	     0.08137
 2085	  421.809	     1.53714	     0.07909
 2086	  422.011	     1.55711	     0.07777
 2087	  422.214	     1.57689	     0.07809
 2088	  422.401	     1.59702	     0.07854
 2089	  422.604	     1.61725	     0.07612
 2090	  422.807	     1.63688	     0.06679
 2091	  423.010	     1.65745	     0.06914
 2092	  423.213	     1.67718	     0.08371
 2093	  423.415	     1.68901	     0.19658
 2094	  423.603	     1.70313	     0.50475
 2095	  423.805	     1.71737	     1.16229
 2096	  424.008	     1.72896	     1.83522
 2097	  424.211	     1.74175	     2.70256
 2098	  424.414	     1.75761	     3.77257
 2099	  424.601	     1.77257	     4.84997
 2100	  424.804	     1.79215	     6.04038
 2101	  425.007	     1.80964	     7.23659
 2102	  425.209	     1.82573	     8.36811
 2103	  425.412	     1.85277	     9.46720
 2104	  425.615	     1.87482	    10.34867
 2105	  425.802	     1.92316	    10.53615
 2106	  426.005	     1.93927	    10.33760
 2107	  426.208	     1.95445	    10.41711
 2108	  426.411	     1.97271	    10.54591
 2109	  426.613	     1.98823	    10.23584	41	Unload
 2110	  426.801	     1.97683	     9.31299
 2111	  427.003	     1.96360	     8.15713
 2112	  427.206	     1.94446	     6.87675
 2113	  427.409	     1.92976	     5.68200
 2114	  427.612	     1.91094	     4.41543
 2115	  427.815	     1.89196	     3.23581
 2116	  428.002	     1.87541	     2.13802
 2117	  428.205	     1.84932	     1.03396
 2118	  428.407	     1.82186	     0.22615
 2119	  428.610	     1.78415	     0.05925
 2120	  428.813	     1.76279	     0.05085
 2121	  429.016	     1.74355	     0.05558
 2122	  429.203	     1.72364	     0.05121
 2123	  429.406	     1.70260	     0.04721
 2124	  429.609	     1.68223	     0.05685
 2125	  429.811	     1.66426	     0.04848
 2126	  430.014	     1.64477	     0.05323
 2127	  430.201	     1.62285	     0.05379
 2128	  430.404	     1.60388	     0.04545
 2129	  430.607	     1.58215	     0.05991
 2130	  430.810	     1.56417	     0.05949
 2131	  431.013	     1.54488	     0.05390
 2132	  431.215	     1.52321	     0.05889
 2133	  431.403	     1.50502	     0.04901
 2134	  431.605	     1.48345	     0.04673
 2135	  431.808	     1.46157	     0.05080
 2136	  432.011	     1.44480	     0.05114
 2137	  432.214	     1.42432	     0.06400
 2138	  432.401	     1.40342	     0.05670
 2139	  432.604	     1.38123	     0.05654
 2140	  432.807	     1.36164	     0.05708
 2141	  433.009	     1.34328	     0.06580
 2142	  433.212	     1.32193	     0.06125
 2143	  433.415	     1.30314	     0.05163
 2144	  433.602	     1.28407	     0.06562
 2145	  433.805	     1.26352	     0.06181
 2146	  434.008	     1.24277	     0.06502
 2147	  434.211	     1.22348	     0.05421
 2148	  434.413	     1.20430	     0.06517
 2149	  434.601	     1.18432	     0.06451
 2150	  434.803	     1.16112	     0.06172
 2151	  435.006	     1.14245	     0.06220
 2152	  435.209	     1.12458	     0.06804
 2153	  435.412	     1.10370	     0.06345
 2154	  435.615	     1.08485	     0.07245
 2155	  435.802	     1.06429	     0.06479
 2156	  436.005	     1.04165	     0.07028
 2157	  436.207	     1.02498	     0.07732
 2158	  436.410	     1.00461	     0.07787
 2159	  436.613	     0.98461	     0.07363
 2160	  436.800	     0.96525	     0.07018
 2161	  437.003	     0.94222	     0.07406
 2162	  437.206	     0.92223	     0.07650
 2163	  437.409	     0.90074	     0.07491
 2164	  437.611	     0.88362	     0.07339
 2165	  437.814	     0.86388	     0.08180
 2166	  438.001	     0.84289	     0.06646
 2167	  438.204	     0.82227	     0.08694
 2168	  438.407	     0.80152	     0.08937
 2169	  438.610	     0.78454	     0.08533
 2170	  438.813	     0.76317	     0.09093
 2171	  439.015	     0.74197	     0.08962
 2172	  439.203	     0.72306	     0.09147
 2173	  439.405	     0.70222	     0.08990
 2174	  439.608	     0.68258	     0.09237
 2175	  439.811	     0.66352	     0.08886
 2176	  440.014	     0.64450	     0.08993
 2177	  440.201	     0.62485	     0.09764
 2178	  440.404	     0.60168	     0.09338
 2179	  440.607	     0.58025	     0.09419
 2180	  440.809	     0.56223	     0.09129
 2181	  441.012	     0.54452	     0.09958
 2182	  441.215	     0.52444	     0.10064
 2183	  441.402	     0.50504	     0.10054
 2184	  441.605	     0.48156	     0.09643
 2185	  441.808	     0.46249	     0.09887
 2186	  442.011	     0.44273	     0.09900
 2187	  442.213	     0.42534	     0.10151
 2188	  442.401	     0.40396	     0.10918
 2189	  442.603	     0.38368	     0.10466
 2190	  442.806	     0.36233	     0.10542
 2191	  443.009	     0.34090	     0.11425
 2192	  443.212	     0.32361	     0.11764
 2193	  443.415	     0.30269	     0.11073
 2194	  443.602	     0.28306	     0.09833
 2195	  443.805	     0.26221	     0.11151
 2196	  444.007	     0.24389	     0.10698
 2197	  444.210	     0.22537	     0.11143
 2198	  444.413	     0.20371	     0.10139
 2199	  444.600	     0.18570	     0.11040
 2200	  444.803	     0.16349	     0.10503
 2201	  445.006	     0.14167	     0.11141
 2202	  445.209	     0.12061	     0.11157
 2203	  445.411	     0.10317	     0.10629
 2204	  445.614	     0.08328	     0.10776
 2205	  445.801	     0.06388	     0.10961
 2206	  446.004	     0.04135	     0.10814
 2207	  446.207	     0.02160	     0.11258
 2208	  446.410	     0.00264	     0.11116
 2209	  446.613	     0.01617	     0.11808	42	Load
 2210	  446.800	     0.03419	     0.11480
 2211	  447.003	     0.05800	     0.12269
 2212	  447.205	     0.07679	     0.11871
 2213	  447.408	     0.09603	     0.11429
 2214	  447.611	     0.11669	     0.12057
 2215	  447.814	     0.13571	     0.12248
 2216	  448.001	     0.15647	     0.13165
 2217	  448.204	     0.17904	     0.13008
 2218	  448.407	     0.19740	     0.12275
 2219	  448.609	     0.21578	     0.12748
 2220	  448.812	     0.23455	     0.13424
 2221	  449.015	     0.25632	     0.12913
 2222	  449.202	     0.27527	     0.12966
 2223	  449.405	     0.29707	     0.12928
 2224	  449.608	     0.31793	     0.13361
 2225	  449.811	     0.33473	     0.13029
 2226	  450.014	     0.35672	     0.12690
 2227	  450.201	     0.37512	     0.13792
 2228	  450.404	     0.39794	     0.13060
 2229	  450.606	     0.41589	     0.13319
 2230	  450.809	     0.43577	     0.14303
 2231	  451.012	     0.45538	     0.14034
 2232	  451.215	     0.47523	     0.13745
 2233	  451.402	     0.49313	     0.14199
 2234	  451.605	     0.51798	     0.13077
 2235	  451.808	     0.53695	     0.15209
 2236	  452.010	     0.55588	     0.14763
 2237	  452.213	     0.57481	     0.14389
 2238	  452.416	     0.59606	     0.14732
 2239	  452.603	     0.61543	     0.14831
 2240	  452.806	     0.63807	     0.14377
 2241	  453.009	     0.65755	     0.15315
 2242	  453.212	     0.67601	     0.15526
 2243	  453.414	     0.69485	     0.15010
 2244	  453.602	     0.71544	     0.15180
 2245	  453.804	     0.73808	     0.14855
 2246	  454.007	     0.75638	     0.15046
 2247	  454.210	     0.77562	     0.15333
 2248	  454.413	     0.79548	     0.15665
 2249	  454.600	     0.81541	     0.15892
 2250	  454.803	     0.83693	     0.15471
 2251	  455.006	     0.85749	     0.14827
 2252	  455.208	     0.87737	     0.15922
 2253	  455.411	     0.89426	     0.14965
 2254	  455.614	     0.91456	     0.16547
 2255	  455.801	     0.93452	     0.16558
 2256	  456.004	     0.95878	     0.15542
 2257	  456.207	     0.97622	     0.15326
 2258	  456.410	     0.99703	     0.16556
 2259	  456.612	     1.01608	     0.17221
 2260	  456.800	     1.03585	     0.15818
 2261	  457.002	     1.05774	     0.15667
 2262	  457.205	     1.07658	     0.16273
 2263	  457.408	     1.09800	     0.16823
 2264	  457.611	     1.11608	     0.16789
 2265	  457.814	     1.13692	     0.16385
 2266	  458.001	     1.15687	     0.17168
 2267	  458.204	     1.17710	     0.17430
 2268	  458.406	     1.19821	     0.16480
 2269	  458.609	     1.21741	     0.16875
 2270	  458.812	     1.23492	     0.17233
 2271	  459.015	     1.25524	     0.16669
 2272	  459.202	     1.27430	     0.16347
 2273	  459.405	     1.29688	     0.16561
 2274	  459.608	     1.31637	     0.17329
 2275	  459.810	     1.33594	     0.16830
 2276	  460.013	     1.35646	     0.17771
 2277	  460.216	     1.37728	     0.17800
 2278	  460.403	     1.39458	     0.17552
 2279	  460.606	     1.41668	     0.17042
 2280	  460.809	     1.43475	     0.16578
 2281	  461.012	     1.45434	     0.17814
 2282	  461.214	     1.47640	     0.17850
 2283	  461.402	     1.49578	     0.17919
 2284	  461.604	     1.51772	     0.17097
 2285	  461.807	     1.53737	     0.17757
 2286	  462.010	     1.55494	     0.17901
 2287	  462.213	     1.57476	     0.17857
 2288	  462.416	     1.59640	     0.17271
 2289	  462.603	     1.61531	     0.18879
 2290	  462.806	     1.63738	     0.18051
 2291	  463.008	     1.65697	     0.18528
 2292	  463.211	     1.67502	     0.17823
 2293	  463.414	     1.69602	     0.17785
 2294	  463.601	     1.71563	     0.18264
 2295	  463.804	     1.73803	     0.17521
 2296	  464.007	     1.75683	     0.17790
 2297	  464.210	     1.77513	     0.17945
 2298	  464.412	     1.79097	     0.25390
 2299	  464.600	     1.80225	     0.49635
 2300	  464.802	     1.81464	     1.04993
 2301	  465.005	     1.82848	     1.76246
 2302	  465.208	     1.84595	     2.66528
 2303	  465.411	     1.85735	     3.59957
 2304	  465.614	     1.87386	     4.72469
 2305	  465.801	     1.89132	     5.82829
 2306	  466.004	     1.90804	     7.03974
 2307	  466.206	     1.93092	     8.20067
 2308	  466.409	     1.94980	     9.16315
