   No.   	Time N (s)	Depth N (µm)	Force N (mN)
 1350	  274.701	     0.85932	     0.02773
 1351	  274.904	     0.87908	     0.03082
 1352	  275.107	     0.89778	     0.03766
 1353	  275.309	     0.91859	     0.03869
 1354	  275.512	     0.93607	     0.03336
 1355	  275.715	     0.95839	     0.03478
 1356	  275.902	     0.97754	     0.03062
 1357	  276.105	     0.99839	     0.03634
 1358	  276.308	     1.01741	     0.02974
 1359	  276.511	     1.03800	     0.03171
 1360	  276.713	     1.05655	     0.02627
 1361	  276.901	     1.07928	     0.03184
 1362	  277.103	     1.09845	     0.02743
 1363	  277.306	     1.11902	     0.02520
 1364	  277.509	     1.13982	     0.04153
 1365	  277.712	     1.15584	     0.03294
 1366	  277.915	     1.17730	     0.02712
 1367	  278.102	     1.19714	     0.03349
 1368	  278.305	     1.21687	     0.03250
 1369	  278.507	     1.23917	     0.03027
 1370	  278.710	     1.25863	     0.03872
 1371	  278.913	     1.27792	     0.02139
 1372	  279.116	     1.29897	     0.02747
 1373	  279.303	     1.31852	     0.03317
 1374	  279.506	     1.33338	     0.08629
 1375	  279.709	     1.34633	     0.31600
 1376	  279.911	     1.35650	     0.72923
 1377	  280.114	     1.37075	     1.50187
 1378	  280.301	     1.38538	     2.31947
 1379	  280.504	     1.40337	     3.28066
 1380	  280.707	     1.41794	     4.34217
 1381	  280.910	     1.43167	     5.43337
 1382	  281.113	     1.45283	     6.56920
 1383	  281.315	     1.47077	     7.70809
 1384	  281.503	     1.49693	     8.69545
 1385	  281.705	     1.54969	     8.51189
 1386	  281.908	     1.55764	     8.42117
 1387	  282.111	     1.57467	     8.60688
 1388	  282.314	     1.58901	     8.31067	33	Unload
 1389	  282.501	     1.58176	     7.40490
 1390	  282.704	     1.56385	     6.23644
 1391	  282.907	     1.54866	     5.01246
 1392	  283.109	     1.53297	     3.74696
 1393	  283.312	     1.51149	     2.56245
 1394	  283.515	     1.49144	     1.44004
 1395	  283.702	     1.46738	     0.54719
 1396	  283.905	     1.42700	     0.01626
 1397	  284.108	     1.40130	     0.02110
 1398	  284.311	     1.38282	     0.01453
 1399	  284.513	     1.36279	     0.02350
 1400	  284.701	     1.34372	     0.01946
 1401	  284.903	     1.32120	     0.01745
 1402	  285.106	     1.30085	     0.02378
 1403	  285.309	     1.28213	     0.01880
 1404	  285.512	     1.26358	     0.01921
 1405	  285.715	     1.24212	     0.01757
 1406	  285.902	     1.22205	     0.01109
 1407	  286.105	     1.20119	     0.02202
 1408	  286.307	     1.17969	     0.01656
 1409	  286.510	     1.16314	     0.01622
 1410	  286.713	     1.14279	     0.01674
 1411	  286.916	     1.12178	     0.02013
 1412	  287.103	     1.10216	     0.02216
 1413	  287.306	     1.08198	     0.01706
 1414	  287.509	     1.06215	     0.01548
 1415	  287.711	     1.04323	     0.02966
 1416	  287.914	     1.02143	     0.02326
 1417	  288.101	     1.00377	     0.01445
 1418	  288.304	     0.98193	     0.02995
 1419	  288.507	     0.96186	     0.02129
 1420	  288.710	     0.94375	     0.03279
 1421	  288.913	     0.92163	     0.03457
 1422	  289.115	     0.90128	     0.03501
 1423	  289.303	     0.88226	     0.04485
 1424	  289.505	     0.86090	     0.03048
 1425	  289.708	     0.84426	     0.02249
 1426	  289.911	     0.82316	     0.03291
 1427	  290.114	     0.80195	     0.03463
 1428	  290.301	     0.78404	     0.03963
 1429	  290.504	     0.76133	     0.03896
 1430	  290.707	     0.74223	     0.03095
 1431	  290.909	     0.72163	     0.03219
 1432	  291.112	     0.70181	     0.03056
 1433	  291.315	     0.68369	     0.03291
 1434	  291.502	     0.66496	     0.02995
 1435	  291.705	     0.64388	     0.03821
 1436	  291.908	     0.62215	     0.02843
 1437	  292.111	     0.60283	     0.03218
 1438	  292.313	     0.57993	     0.02505
 1439	  292.501	     0.56582	     0.01801
 1440	  292.703	     0.54304	     0.02666
 1441	  292.906	     0.52145	     0.04010
 1442	  293.109	     0.50203	     0.03475
 1443	  293.312	     0.48249	     0.03594
 1444	  293.515	     0.46243	     0.02987
 1445	  293.702	     0.44206	     0.03654
 1446	  293.905	     0.42091	     0.04457
 1447	  294.107	     0.40117	     0.03701
 1448	  294.310	     0.38313	     0.03407
 1449	  294.513	     0.36249	     0.02841
 1450	  294.716	     0.34309	     0.03848
 1451	  294.903	     0.32361	     0.03380
 1452	  295.106	     0.30073	     0.01615
 1453	  295.309	     0.28123	     0.02313
 1454	  295.511	     0.26357	     0.02848
 1455	  295.714	     0.24244	     0.03796
 1456	  295.901	     0.22460	     0.02661
 1457	  296.104	     0.20340	     0.03387
 1458	  296.307	     0.18121	     0.03526
 1459	  296.510	     0.16224	     0.02009
 1460	  296.713	     0.14240	     0.03062
 1461	  296.915	     0.12391	     0.02567
 1462	  297.103	     0.10294	     0.03172
 1463	  297.305	     0.08128	     0.03056
 1464	  297.508	     0.06181	     0.02629
 1465	  297.711	     0.04113	     0.02257
 1466	  297.914	     0.02514	     0.02480
 1467	  298.101	     0.00425	     0.02820
 1468	  298.304	     0.01788	     0.02355	34	Load
 1469	  298.507	     0.03941	     0.03036
 1470	  298.709	     0.05820	     0.03217
 1471	  298.912	     0.07697	     0.03503
 1472	  299.115	     0.09748	     0.03391
 1473	  299.302	     0.11708	     0.03639
 1474	  299.505	     0.13828	     0.03713
 1475	  299.708	     0.15641	     0.03598
 1476	  299.911	     0.17702	     0.04031
 1477	  300.113	     0.19720	     0.03947
 1478	  300.301	     0.21675	     0.04287
 1479	  300.503	     0.23784	     0.04372
 1480	  300.706	     0.25893	     0.04339
 1481	  300.909	     0.27794	     0.03703
 1482	  301.112	     0.29778	     0.04002
 1483	  301.315	     0.31821	     0.04061
 1484	  301.502	     0.33622	     0.03289
 1485	  301.705	     0.35866	     0.02758
 1486	  301.907	     0.37859	     0.03371
 1487	  302.110	     0.39688	     0.03578
 1488	  302.313	     0.41683	     0.03406
 1489	  302.516	     0.43724	     0.04064
 1490	  302.703	     0.45728	     0.03831
 1491	  302.906	     0.47919	     0.04138
 1492	  303.109	     0.49928	     0.02610
 1493	  303.311	     0.51681	     0.03435
 1494	  303.514	     0.53610	     0.03716
 1495	  303.701	     0.55589	     0.03433
 1496	  303.904	     0.57951	     0.04080
 1497	  304.107	     0.59893	     0.03460
 1498	  304.310	     0.61814	     0.04250
 1499	  304.513	     0.63758	     0.03326
 1500	  304.715	     0.65739	     0.04440
 1501	  304.903	     0.67654	     0.03416
 1502	  305.105	     0.69729	     0.02801
 1503	  305.308	     0.72045	     0.03051
 1504	  305.511	     0.73694	     0.03597
 1505	  305.714	     0.75674	     0.03016
 1506	  305.901	     0.77862	     0.03394
 1507	  306.104	     0.79733	     0.03453
 1508	  306.307	     0.81934	     0.03787
 1509	  306.509	     0.83804	     0.03044
 1510	  306.712	     0.85568	     0.03035
 1511	  306.915	     0.87609	     0.03228
 1512	  307.102	     0.89758	     0.03161
 1513	  307.305	     0.91862	     0.03674
 1514	  307.508	     0.93942	     0.03155
 1515	  307.711	     0.95699	     0.03602
 1516	  307.913	     0.97687	     0.03731
 1517	  308.101	     0.99727	     0.03663
 1518	  308.303	     1.01880	     0.02941
 1519	  308.506	     1.03856	     0.03119
 1520	  308.709	     1.05813	     0.04042
 1521	  308.912	     1.07617	     0.03942
 1522	  309.115	     1.09891	     0.02735
 1523	  309.302	     1.11731	     0.04103
 1524	  309.505	     1.13745	     0.04101
 1525	  309.707	     1.15831	     0.03801
 1526	  309.910	     1.17736	     0.03904
 1527	  310.113	     1.19704	     0.03960
 1528	  310.316	     1.21742	     0.03627
 1529	  310.503	     1.23631	     0.03235
 1530	  310.706	     1.25893	     0.03246
 1531	  310.909	     1.27761	     0.03126
 1532	  311.111	     1.29745	     0.02414
 1533	  311.314	     1.31909	     0.02773
 1534	  311.501	     1.33552	     0.02830
 1535	  311.704	     1.35843	     0.03035
 1536	  311.907	     1.37828	     0.03829
 1537	  312.110	     1.39818	     0.03404
 1538	  312.313	     1.41675	     0.03332
 1539	  312.515	     1.43289	     0.08473
 1540	  312.703	     1.44368	     0.30429
 1541	  312.905	     1.45624	     0.88656
 1542	  313.108	     1.47412	     1.58857
 1543	  313.311	     1.48689	     2.32719
 1544	  313.514	     1.49988	     3.21776
 1545	  313.701	     1.51571	     4.27254
 1546	  313.904	     1.53437	     5.43006
 1547	  314.107	     1.55144	     6.57609
 1548	  314.309	     1.57095	     7.71259
 1549	  314.512	     1.60347	     8.56277
 1550	  314.715	     1.64908	     8.31032
 1551	  314.902	     1.65849	     8.24796
 1552	  315.105	     1.67497	     8.43183
 1553	  315.308	     1.68698	     8.14997	35	Unload
 1554	  315.511	     1.67834	     7.31377
 1555	  315.713	     1.66717	     6.19200
 1556	  315.901	     1.64917	     5.04755
 1557	  316.103	     1.63529	     3.71722
 1558	  316.306	     1.61291	     2.43393
 1559	  316.509	     1.59150	     1.29037
 1560	  316.712	     1.56548	     0.43060
 1561	  316.915	     1.52428	     0.03332
 1562	  317.102	     1.50324	     0.03130
 1563	  317.305	     1.48013	     0.02835
 1564	  317.507	     1.46222	     0.03124
 1565	  317.710	     1.44300	     0.02247
 1566	  317.913	     1.42366	     0.02649
 1567	  318.116	     1.40284	     0.02417
 1568	  318.303	     1.38220	     0.02346
 1569	  318.506	     1.36191	     0.02977
 1570	  318.709	     1.34119	     0.03502
 1571	  318.911	     1.32177	     0.03848
 1572	  319.114	     1.30382	     0.02689
 1573	  319.301	     1.28336	     0.02663
 1574	  319.504	     1.25949	     0.02996
 1575	  319.707	     1.24207	     0.02707
 1576	  319.910	     1.22284	     0.03096
 1577	  320.113	     1.20245	     0.02490
 1578	  320.315	     1.18336	     0.02750
 1579	  320.503	     1.16310	     0.02377
 1580	  320.705	     1.14137	     0.02846
 1581	  320.908	     1.12153	     0.02485
 1582	  321.111	     1.10196	     0.02755
 1583	  321.314	     1.08326	     0.02658
 1584	  321.501	     1.06298	     0.02080
 1585	  321.704	     1.04119	     0.02074
 1586	  321.907	     1.02295	     0.02163
 1587	  322.109	     1.00252	     0.03394
 1588	  322.312	     0.98341	     0.04483
 1589	  322.515	     0.96221	     0.03993
 1590	  322.702	     0.94130	     0.03282
 1591	  322.905	     0.92053	     0.03755
 1592	  323.108	     0.90119	     0.04048
 1593	  323.311	     0.88293	     0.04340
 1594	  323.513	     0.86387	     0.03473
 1595	  323.701	     0.83910	     0.03608
 1596	  323.903	     0.82250	     0.02533
 1597	  324.106	     0.80197	     0.02770
 1598	  324.309	     0.78142	     0.02960
 1599	  324.512	     0.76547	     0.02999
 1600	  324.715	     0.74170	     0.02762
 1601	  324.902	     0.72351	     0.01982
 1602	  325.105	     0.70132	     0.02901
 1603	  325.307	     0.68224	     0.02859
 1604	  325.510	     0.66183	     0.02715
 1605	  325.713	     0.64287	     0.02650
 1606	  325.916	     0.62253	     0.03063
 1607	  326.103	     0.60301	     0.02897
 1608	  326.306	     0.58100	     0.02544
 1609	  326.509	     0.56110	     0.03045
 1610	  326.711	     0.54327	     0.03553
 1611	  326.914	     0.52448	     0.01950
 1612	  327.101	     0.50261	     0.02553
 1613	  327.304	     0.48282	     0.03083
 1614	  327.507	     0.46306	     0.02954
 1615	  327.710	     0.44278	     0.02147
 1616	  327.913	     0.42273	     0.02683
 1617	  328.115	     0.40294	     0.02978
 1618	  328.303	     0.38323	     0.02210
 1619	  328.505	     0.36195	     0.02642
 1620	  328.708	     0.34072	     0.02300
 1621	  328.911	     0.32294	     0.02952
 1622	  329.114	     0.30329	     0.02544
 1623	  329.301	     0.28288	     0.03528
 1624	  329.504	     0.26342	     0.02607
 1625	  329.707	     0.24235	     0.02691
 1626	  329.909	     0.22086	     0.03442
 1627	  330.112	     0.20284	     0.02474
 1628	  330.315	     0.18203	     0.03677
 1629	  330.502	     0.16413	     0.01988
 1630	  330.705	     0.14147	     0.02941
 1631	  330.908	     0.12026	     0.01661
 1632	  331.111	     0.10185	     0.02503
 1633	  331.313	     0.08458	     0.02167
 1634	  331.501	     0.06344	     0.02757
 1635	  331.703	     0.04129	     0.02570
 1636	  331.906	     0.02185	     0.02594
 1637	  332.109	     0.00035	     0.01755
 1638	  332.312	     0.01681	     0.02335	36	Load
 1639	  332.515	     0.03660	     0.03124
 1640	  332.702	     0.05525	     0.03114
 1641	  332.905	     0.07921	     0.02984
 1642	  333.107	     0.09781	     0.03799
 1643	  333.310	     0.11630	     0.04292
 1644	  333.513	     0.13643	     0.04553
 1645	  333.716	     0.15614	     0.04848
 1646	  333.903	     0.17561	     0.04876
 1647	  334.106	     0.19758	     0.04130
 1648	  334.309	     0.21720	     0.04933
 1649	  334.511	     0.23698	     0.05111
 1650	  334.714	     0.25823	     0.04597
 1651	  334.901	     0.27454	     0.04480
 1652	  335.104	     0.29898	     0.04653
 1653	  335.307	     0.31774	     0.04261
 1654	  335.510	     0.33584	     0.05100
 1655	  335.713	     0.35445	     0.03414
 1656	  335.915	     0.37671	     0.03975
 1657	  336.103	     0.39532	     0.04211
 1658	  336.305	     0.41798	     0.04133
 1659	  336.508	     0.43797	     0.03994
 1660	  336.711	     0.45775	     0.03969
 1661	  336.914	     0.47667	     0.04497
 1662	  337.101	     0.49580	     0.04294
 1663	  337.304	     0.51828	     0.04385
 1664	  337.507	     0.53908	     0.03706
 1665	  337.709	     0.55939	     0.03412
 1666	  337.912	     0.57576	     0.04249
 1667	  338.115	     0.59566	     0.03906
 1668	  338.302	     0.61721	     0.04225
 1669	  338.505	     0.63772	     0.04357
 1670	  338.708	     0.65810	     0.04465
 1671	  338.911	     0.67573	     0.03827
 1672	  339.113	     0.69677	     0.04695
 1673	  339.301	     0.71628	     0.03538
 1674	  339.503	     0.73685	     0.04590
 1675	  339.706	     0.75851	     0.03598
 1676	  339.909	     0.77732	     0.04123
 1677	  340.112	     0.79637	     0.03575
 1678	  340.315	     0.81804	     0.03901
 1679	  340.502	     0.83629	     0.03354
 1680	  340.705	     0.86075	     0.04399
 1681	  340.907	     0.87986	     0.04229
 1682	  341.110	     0.89657	     0.02983
 1683	  341.313	     0.91743	     0.03215
 1684	  341.516	     0.93586	     0.03334
 1685	  341.703	     0.95675	     0.03827
 1686	  341.906	     0.97819	     0.03268
 1687	  342.109	     0.99630	     0.03608
 1688	  342.311	     1.01728	     0.02892
 1689	  342.514	     1.03707	     0.02938
 1690	  342.701	     1.05694	     0.03092
 1691	  342.904	     1.07695	     0.03778
 1692	  343.107	     1.09650	     0.03615
 1693	  343.310	     1.11581	     0.03479
 1694	  343.513	     1.13660	     0.03229
 1695	  343.716	     1.15803	     0.03309
 1696	  343.903	     1.17587	     0.03559
 1697	  344.106	     1.19945	     0.02784
 1698	  344.308	     1.21794	     0.02816
 1699	  344.511	     1.23691	     0.02570
 1700	  344.714	     1.25640	     0.03187
 1701	  344.901	     1.27691	     0.03108
 1702	  345.104	     1.29741	     0.02006
 1703	  345.307	     1.31725	     0.02214
 1704	  345.510	     1.33749	     0.01414
 1705	  345.712	     1.35715	     0.02012
 1706	  345.915	     1.37607	     0.01726
 1707	  346.102	     1.39613	     0.01521
 1708	  346.305	     1.41743	     0.00682
 1709	  346.508	     1.43624	     0.01127
 1710	  346.711	     1.45753	     0.01037
 1711	  346.914	     1.47863	     0.01190
 1712	  347.101	     1.49702	     0.01032
 1713	  347.304	     1.51983	     0.01101
 1714	  347.506	     1.53059	     0.10080
 1715	  347.709	     1.54462	     0.37587
 1716	  347.912	     1.55516	     0.90663
 1717	  348.115	     1.57083	     1.61449
 1718	  348.302	     1.58654	     2.42881
 1719	  348.505	     1.59960	     3.40442
 1720	  348.708	     1.61483	     4.52688
 1721	  348.910	     1.63260	     5.65419
 1722	  349.113	     1.65144	     6.78832
 1723	  349.316	     1.67142	     7.88987
 1724	  349.503	     1.72264	     8.38180
 1725	  349.706	     1.74459	     8.17691
 1726	  349.909	     1.75348	     8.21843
 1727	  350.112	     1.77567	     8.43615
 1728	  350.314	     1.79156	     8.02997	37	Unload
 1729	  350.502	     1.78176	     7.07484
 1730	  350.704	     1.76582	     5.92459
 1731	  350.907	     1.74814	     4.65512
 1732	  351.110	     1.73454	     3.46063
 1733	  351.313	     1.71405	     2.17723
 1734	  351.516	     1.69686	     1.00851
 1735	  351.703	     1.66223	     0.12877
 1736	  351.906	     1.62071	    -0.03011
 1737	  352.108	     1.60204	    -0.02463
 1738	  352.311	     1.58362	    -0.03036
 1739	  352.514	     1.56232	    -0.03056
 1740	  352.701	     1.54421	    -0.03269
 1741	  352.904	     1.52193	    -0.03177
 1742	  353.107	     1.50235	    -0.03184
 1743	  353.310	     1.48201	    -0.02800
 1744	  353.512	     1.46351	    -0.02424
 1745	  353.715	     1.44190	    -0.03445
 1746	  353.902	     1.42348	    -0.03050
 1747	  354.105	     1.40193	    -0.02682
 1748	  354.308	     1.38262	    -0.02668
 1749	  354.511	     1.36342	    -0.03244
 1750	  354.714	     1.34222	    -0.03027
 1751	  354.901	     1.32521	    -0.02998
 1752	  355.104	     1.30191	    -0.03598
 1753	  355.306	     1.28034	    -0.02152
 1754	  355.509	     1.26093	    -0.03104
 1755	  355.712	     1.24310	    -0.02898
 1756	  355.915	     1.22310	    -0.02527
 1757	  356.102	     1.20362	    -0.02983
 1758	  356.305	     1.18128	    -0.02243
 1759	  356.508	     1.16116	    -0.02713
 1760	  356.710	     1.14202	    -0.02668
 1761	  356.913	     1.12439	    -0.03038
 1762	  357.116	     1.10167	    -0.02537
 1763	  357.303	     1.08286	    -0.02739
 1764	  357.506	     1.06148	    -0.02948
 1765	  357.709	     1.04114	    -0.02400
 1766	  357.912	     1.02468	    -0.02397
 1767	  358.114	     1.00280	    -0.02576
 1768	  358.302	     0.98590	    -0.02022
 1769	  358.504	     0.96180	    -0.02804
 1770	  358.707	     0.94269	    -0.02638
 1771	  358.910	     0.92276	    -0.01893
 1772	  359.113	     0.90365	    -0.03263
 1773	  359.316	     0.88261	    -0.03837
 1774	  359.503	     0.86406	    -0.02386
 1775	  359.706	     0.84043	    -0.02491
 1776	  359.908	     0.82255	    -0.02334
 1777	  360.111	     0.80192	    -0.02155
 1778	  360.314	     0.78465	    -0.02772
 1779	  360.501	     0.76614	    -0.02061
 1780	  360.704	     0.74140	    -0.02664
 1781	  360.907	     0.72119	    -0.02737
 1782	  361.110	     0.70297	    -0.02433
 1783	  361.312	     0.68303	    -0.02236
 1784	  361.515	     0.66350	    -0.02748
 1785	  361.702	     0.64390	    -0.01975
 1786	  361.905	     0.62246	    -0.01300
 1787	  362.108	     0.60169	    -0.02107
 1788	  362.311	     0.58292	    -0.01689
 1789	  362.514	     0.56445	    -0.02175
 1790	  362.701	     0.54326	    -0.02866
 1791	  362.904	     0.52059	    -0.02276
 1792	  363.106	     0.50277	    -0.02031
 1793	  363.309	     0.48174	    -0.02378
 1794	  363.512	     0.46413	    -0.02126
 1795	  363.715	     0.44322	    -0.01704
 1796	  363.902	     0.42464	    -0.02317
 1797	  364.105	     0.40213	    -0.01977
 1798	  364.308	     0.38200	    -0.01396
 1799	  364.510	     0.36287	     0.00079
 1800	  364.713	     0.34286	    -0.01569
 1801	  364.916	     0.32344	    -0.01672
 1802	  365.103	     0.30253	    -0.01387
 1803	  365.306	     0.28224	    -0.02119
 1804	  365.509	     0.26149	    -0.01448
 1805	  365.712	     0.24358	    -0.00618
 1806	  365.914	     0.22327	    -0.00082
 1807	  366.102	     0.20428	    -0.01194
 1808	  366.304	     0.18236	    -0.01010
 1809	  366.507	     0.16102	    -0.00740
 1810	  366.710	     0.14322	    -0.00576
 1811	  366.913	     0.12399	    -0.01759
 1812	  367.116	     0.10496	    -0.01605
 1813	  367.303	     0.08382	    -0.01165
 1814	  367.506	     0.06124	    -0.01029
 1815	  367.708	     0.04272	    -0.01276
 1816	  367.911	     0.02287	    -0.01406
 1817	  368.114	     0.00197	    -0.00187
 1818	  368.301	     0.01919	     0.00938	38	Load
 1819	  368.504	     0.03714	     0.01067
 1820	  368.707	     0.05796	     0.00963
 1821	  368.910	     0.07732	     0.01532
 1822	  369.112	     0.09630	     0.01006
 1823	  369.315	     0.11674	     0.01574
 1824	  369.502	     0.13455	     0.01757
 1825	  369.705	     0.15715	     0.01372
 1826	  369.908	     0.17877	     0.01733
 1827	  370.111	     0.19931	     0.02318
 1828	  370.314	     0.21515	     0.01923
 1829	  370.501	     0.23586	     0.01273
 1830	  370.704	     0.25803	     0.02039
 1831	  370.906	     0.27880	     0.01851
 1832	  371.109	     0.29781	     0.01746
 1833	  371.312	     0.31671	     0.02432
 1834	  371.515	     0.33520	     0.02838
 1835	  371.702	     0.35504	     0.02204
 1836	  371.905	     0.37835	     0.02747
 1837	  372.108	     0.39722	     0.01928
 1838	  372.310	     0.41649	     0.02830
 1839	  372.513	     0.43453	     0.03156
 1840	  372.716	     0.45652	     0.03122
 1841	  372.903	     0.47371	     0.02118
 1842	  373.106	     0.49813	     0.02356
 1843	  373.309	     0.51938	     0.01706
 1844	  373.512	     0.53505	     0.02302
 1845	  373.714	     0.55757	     0.03085
 1846	  373.902	     0.57610	     0.02798
 1847	  374.104	     0.59814	     0.02692
 1848	  374.307	     0.61768	     0.02394
 1849	  374.510	     0.63666	     0.02845
 1850	  374.713	     0.65619	     0.01901
 1851	  374.916	     0.67503	     0.02721
 1852	  375.103	     0.69649	     0.02896
 1853	  375.306	     0.71746	     0.02720
 1854	  375.508	     0.73813	     0.02307
 1855	  375.711	     0.75681	     0.02420
 1856	  375.914	     0.77686	     0.02129
 1857	  376.101	     0.79631	     0.02645
 1858	  376.304	     0.81792	     0.02180
 1859	  376.507	     0.83932	     0.01999
 1860	  376.710	     0.85865	     0.02550
 1861	  376.912	     0.87588	     0.02798
 1862	  377.115	     0.89714	     0.02507
 1863	  377.302	     0.91635	     0.02460
 1864	  377.505	     0.93976	     0.03134
 1865	  377.708	     0.95848	     0.01612
 1866	  377.911	     0.97568	     0.00437
 1867	  378.114	     0.99632	     0.01286
 1868	  378.301	     1.01599	     0.01095
 1869	  378.504	     1.03802	     0.01299
 1870	  378.706	     1.05841	     0.02734
 1871	  378.909	     1.07845	     0.03117
 1872	  379.112	     1.09760	     0.02407
 1873	  379.315	     1.11605	     0.02133
 1874	  379.502	     1.13671	     0.02812
 1875	  379.705	     1.15724	     0.02843
 1876	  379.908	     1.17899	     0.02934
 1877	  380.110	     1.19655	     0.03107
 1878	  380.313	     1.21654	     0.01991
 1879	  380.516	     1.23842	     0.03126
 1880	  380.703	     1.25666	     0.02574
 1881	  380.906	     1.27789	     0.02252
 1882	  381.109	     1.29785	     0.03200
 1883	  381.312	     1.31704	     0.02834
 1884	  381.514	     1.33601	     0.02374
 1885	  381.702	     1.35572	     0.02664
 1886	  381.904	     1.37887	     0.01452
 1887	  382.107	     1.39800	     0.01606
 1888	  382.310	     1.41641	     0.00910
 1889	  382.513	     1.43469	     0.00808
 1890	  382.716	     1.45745	     0.01086
 1891	  382.903	     1.47532	     0.01225
 1892	  383.106	     1.49801	     0.01093
 1893	  383.308	     1.51855	     0.01844
 1894	  383.511	     1.53752	     0.02132
 1895	  383.714	     1.55664	     0.00681
 1896	  383.901	     1.57492	     0.00731
 1897	  384.104	     1.59859	     0.01033
 1898	  384.307	     1.61894	     0.01567
 1899	  384.510	     1.63572	     0.02697
 1900	  384.712	     1.64762	     0.21961
 1901	  384.915	     1.65776	     0.62278
 1902	  385.102	     1.67489	     1.24206
 1903	  385.305	     1.68543	     2.01674
 1904	  385.508	     1.70177	     2.95587
 1905	  385.711	     1.71612	     3.98105
 1906	  385.914	     1.73532	     5.12864
 1907	  386.101	     1.75243	     6.18298
 1908	  386.304	     1.76937	     7.34695
 1909	  386.506	     1.80471	     8.26655
 1910	  386.709	     1.84666	     8.05832
 1911	  386.912	     1.85733	     8.04874
 1912	  387.115	     1.87459	     8.22366
 1913	  387.302	     1.88694	     7.97602	39	Unload
 1914	  387.505	     1.88031	     7.02880
 1915	  387.708	     1.86660	     5.86977
 1916	  387.910	     1.85168	     4.71288
 1917	  388.113	     1.83319	     3.45486
 1918	  388.316	     1.81360	     2.26174
 1919	  388.503	     1.79416	     1.20242
 1920	  388.706	     1.76491	     0.27001
 1921	  388.909	     1.72120	     0.01142
 1922	  389.112	     1.70254	     0.00672
 1923	  389.314	     1.68417	     0.01063
 1924	  389.502	     1.66385	     0.00178
 1925	  389.704	     1.64046	     0.00683
 1926	  389.907	     1.62207	     0.00461
 1927	  390.110	     1.60314	     0.00169
 1928	  390.313	     1.58394	    -0.00432
 1929	  390.516	     1.56326	    -0.00659
 1930	  390.703	     1.54410	    -0.00003
 1931	  390.906	     1.52184	     0.00152
 1932	  391.108	     1.50191	    -0.00866
 1933	  391.311	     1.48250	    -0.00243
 1934	  391.514	     1.46382	    -0.00443
 1935	  391.701	     1.44317	    -0.01194
 1936	  391.904	     1.42201	    -0.00175
 1937	  392.107	     1.39994	    -0.01681
 1938	  392.310	     1.38380	    -0.01373
 1939	  392.512	     1.36333	    -0.02156
 1940	  392.715	     1.34249	    -0.01273
 1941	  392.902	     1.32660	    -0.01332
 1942	  393.105	     1.30380	    -0.01770
 1943	  393.308	     1.28180	    -0.01704
 1944	  393.511	     1.26315	    -0.02096
 1945	  393.714	     1.24399	    -0.01966
 1946	  393.901	     1.22471	    -0.02417
 1947	  394.104	     1.20148	    -0.01662
 1948	  394.306	     1.18124	    -0.01628
 1949	  394.509	     1.16168	    -0.01767
 1950	  394.712	     1.14259	    -0.02322
 1951	  394.915	     1.12426	    -0.01810
 1952	  395.102	     1.10406	    -0.01841
 1953	  395.305	     1.08127	    -0.01851
 1954	  395.508	     1.06209	    -0.01547
 1955	  395.710	     1.04501	    -0.01547
 1956	  395.913	     1.02461	    -0.02463
 1957	  396.116	     1.00276	    -0.02649
 1958	  396.303	     0.98377	    -0.01881
 1959	  396.506	     0.96178	    -0.02173
 1960	  396.709	     0.94111	    -0.03427
 1961	  396.912	     0.92364	    -0.02455
 1962	  397.114	     0.90383	    -0.02185
 1963	  397.302	     0.88427	    -0.02780
 1964	  397.504	     0.86154	    -0.01357
 1965	  397.707	     0.84291	    -0.02143
 1966	  397.910	     0.82520	    -0.02032
 1967	  398.113	     0.80284	    -0.02537
 1968	  398.316	     0.78284	    -0.02250
 1969	  398.503	     0.76416	    -0.02818
 1970	  398.706	     0.74247	    -0.02862
 1971	  398.908	     0.72158	    -0.02594
 1972	  399.111	     0.70313	    -0.02534
 1973	  399.314	     0.68309	    -0.02615
 1974	  399.501	     0.66664	    -0.02494
 1975	  399.704	     0.64156	    -0.03005
 1976	  399.907	     0.62274	    -0.02016
 1977	  400.110	     0.60360	    -0.02126
 1978	  400.312	     0.58196	    -0.02084
 1979	  400.515	     0.56270	    -0.02435
 1980	  400.702	     0.54676	    -0.01287
 1981	  400.905	     0.52248	    -0.02085
 1982	  401.108	     0.50291	    -0.01295
 1983	  401.311	     0.48257	    -0.00676
 1984	  401.514	     0.46368	    -0.01366
 1985	  401.701	     0.44412	    -0.00949
 1986	  401.904	     0.42132	    -0.00623
 1987	  402.106	     0.40275	    -0.01170
 1988	  402.309	     0.38123	    -0.01106
 1989	  402.512	     0.36277	    -0.01072
 1990	  402.715	     0.34420	    -0.00482
 1991	  402.902	     0.32440	    -0.01191
 1992	  403.105	     0.30188	    -0.00848
 1993	  403.308	     0.28123	    -0.01510
 1994	  403.510	     0.26375	    -0.00779
 1995	  403.713	     0.24324	    -0.00415
 1996	  403.916	     0.22385	    -0.01798
 1997	  404.103	     0.20425	    -0.01683
 1998	  404.306	     0.18174	     0.00109
 1999	  404.509	     0.16158	     0.00298
 2000	  404.712	     0.14414	    -0.00090
 2001	  404.914	     0.12491	    -0.00281
 2002	  405.102	     0.10362	    -0.01469
 2003	  405.304	     0.07888	    -0.02842
 2004	  405.507	     0.06579	    -0.01531
 2005	  405.710	     0.04224	    -0.01190
