   No.   	Time N (s)	Depth N (µm)	Force N (mN)
 2662	  537.109	     0.49754	     0.02689
 2663	  537.312	     0.51588	     0.02959
 2664	  537.515	     0.53638	     0.02899
 2665	  537.702	     0.55439	     0.02851
 2666	  537.905	     0.57677	     0.02612
 2667	  538.107	     0.59706	     0.02457
 2668	  538.310	     0.61543	     0.03290
 2669	  538.513	     0.63662	     0.01926
 2670	  538.716	     0.65462	     0.02093
 2671	  538.903	     0.67512	     0.02122
 2672	  539.106	     0.69750	     0.02781
 2673	  539.309	     0.71477	     0.03467
 2674	  539.511	     0.73630	     0.02493
 2675	  539.714	     0.75467	     0.02161
 2676	  539.901	     0.77290	     0.01700
 2677	  540.104	     0.79863	     0.01537
 2678	  540.307	     0.81569	     0.02452
 2679	  540.510	     0.83430	     0.02273
 2680	  540.713	     0.85506	     0.02771
 2681	  540.915	     0.87509	     0.02204
 2682	  541.103	     0.89519	     0.01822
 2683	  541.305	     0.91572	     0.02280
 2684	  541.508	     0.93783	     0.02795
 2685	  541.711	     0.95605	     0.02208
 2686	  541.914	     0.97488	     0.02422
 2687	  542.101	     0.99450	     0.02009
 2688	  542.304	     1.01542	     0.01926
 2689	  542.507	     1.03834	     0.02539
 2690	  542.709	     1.05593	     0.02237
 2691	  542.912	     1.07461	     0.03632
 2692	  543.115	     1.09494	     0.02008
 2693	  543.302	     1.11583	     0.02547
 2694	  543.505	     1.13760	     0.02532
 2695	  543.708	     1.15680	     0.02507
 2696	  543.911	     1.17412	     0.02677
 2697	  544.113	     1.19717	     0.02405
 2698	  544.301	     1.21414	     0.02604
 2699	  544.503	     1.23640	     0.03009
 2700	  544.706	     1.25581	     0.02283
 2701	  544.909	     1.27572	     0.02622
 2702	  545.112	     1.29483	     0.02531
 2703	  545.315	     1.31497	     0.02316
 2704	  545.502	     1.33247	     0.01784
 2705	  545.705	     1.35565	     0.02049
 2706	  545.907	     1.37670	     0.02768
 2707	  546.110	     1.39483	     0.02796
 2708	  546.313	     1.41367	     0.01880
 2709	  546.516	     1.43528	     0.02437
 2710	  546.703	     1.45444	     0.02420
 2711	  546.906	     1.47628	     0.02926
 2712	  547.109	     1.49554	     0.03311
 2713	  547.311	     1.51402	     0.01745
 2714	  547.514	     1.53591	     0.02466
 2715	  547.701	     1.55223	     0.02023
 2716	  547.904	     1.57340	     0.01842
 2717	  548.107	     1.59812	     0.01848
 2718	  548.310	     1.61549	     0.02285
 2719	  548.513	     1.63333	     0.02612
 2720	  548.715	     1.65354	     0.02014
 2721	  548.903	     1.67470	     0.02658
 2722	  549.105	     1.69822	     0.01625
 2723	  549.308	     1.71876	     0.01503
 2724	  549.511	     1.73291	     0.01877
 2725	  549.714	     1.75484	     0.01911
 2726	  549.901	     1.77421	     0.02161
 2727	  550.104	     1.79836	     0.01980
 2728	  550.307	     1.81499	     0.02749
 2729	  550.509	     1.83542	     0.03123
 2730	  550.712	     1.85590	     0.02484
 2731	  550.915	     1.87557	     0.02933
 2732	  551.102	     1.89255	     0.02541
 2733	  551.305	     1.91672	     0.02704
 2734	  551.508	     1.93655	     0.01453
 2735	  551.711	     1.95562	     0.02254
 2736	  551.913	     1.97324	     0.02429
 2737	  552.101	     1.99611	     0.03612
 2738	  552.303	     2.01350	     0.02682
 2739	  552.506	     2.03215	     0.05081
 2740	  552.709	     2.04922	     0.26260
 2741	  552.912	     2.05884	     0.62135
 2742	  553.115	     2.06998	     1.26157
 2743	  553.302	     2.08332	     2.07676
 2744	  553.505	     2.10154	     3.08644
 2745	  553.707	     2.11780	     4.16722
 2746	  553.910	     2.13265	     5.21355
 2747	  554.113	     2.14917	     6.36459
 2748	  554.316	     2.16885	     7.49007
 2749	  554.503	     2.22271	     7.87784
 2750	  554.706	     2.24015	     7.72355
 2751	  554.909	     2.25734	     7.85004
 2752	  555.111	     2.27375	     7.96759
 2753	  555.314	     2.29068	     7.68773	47	Unload
 2754	  555.501	     2.28222	     6.82825
 2755	  555.704	     2.26920	     5.66921
 2756	  555.907	     2.25876	     4.37994
 2757	  556.110	     2.23602	     3.04252
 2758	  556.313	     2.21642	     1.79358
 2759	  556.515	     2.19227	     0.76302
 2760	  556.703	     2.16114	     0.08911
 2761	  556.905	     2.12098	     0.01432
 2762	  557.108	     2.10427	     0.02254
 2763	  557.311	     2.08570	     0.02245
 2764	  557.514	     2.06727	     0.02607
 2765	  557.701	     2.04410	     0.02184
 2766	  557.904	     2.02295	     0.02827
 2767	  558.107	     2.00410	     0.02174
 2768	  558.309	     1.98350	     0.02154
 2769	  558.512	     1.96402	     0.01474
 2770	  558.715	     1.94522	     0.01864
 2771	  558.902	     1.92429	     0.01455
 2772	  559.105	     1.90240	     0.00851
 2773	  559.308	     1.88233	     0.01012
 2774	  559.511	     1.86599	     0.01343
 2775	  559.713	     1.84592	     0.01353
 2776	  559.901	     1.82476	     0.00721
 2777	  560.103	     1.80418	     0.01136
 2778	  560.306	     1.78400	     0.00397
 2779	  560.509	     1.76438	     0.00621
 2780	  560.712	     1.74536	     0.00354
 2781	  560.915	     1.72596	     0.00098
 2782	  561.102	     1.70575	     0.02293
 2783	  561.305	     1.68106	     0.00589
 2784	  561.507	     1.66434	     0.00945
 2785	  561.710	     1.64475	     0.01229
 2786	  561.913	     1.62583	     0.00082
 2787	  562.116	     1.60616	     0.00391
 2788	  562.303	     1.58604	    -0.00665
 2789	  562.506	     1.56182	    -0.00052
 2790	  562.709	     1.54482	     0.00419
 2791	  562.911	     1.52580	     0.00805
 2792	  563.114	     1.50473	     0.00699
 2793	  563.301	     1.48672	     0.01321
 2794	  563.504	     1.46322	     0.00458
 2795	  563.707	     1.44268	     0.00759
 2796	  563.910	     1.42642	    -0.00200
 2797	  564.113	     1.40542	     0.00793
 2798	  564.315	     1.38395	     0.01574
 2799	  564.503	     1.36471	     0.01508
 2800	  564.705	     1.34542	     0.00994
 2801	  564.908	     1.32382	     0.00709
 2802	  565.111	     1.30520	     0.00860
 2803	  565.314	     1.28355	     0.00706
 2804	  565.501	     1.26972	     0.01107
 2805	  565.704	     1.24320	     0.01597
 2806	  565.907	     1.22343	     0.00599
 2807	  566.109	     1.20306	     0.01264
 2808	  566.312	     1.18544	     0.00290
 2809	  566.515	     1.16426	     0.00309
 2810	  566.702	     1.14679	     0.00597
 2811	  566.905	     1.12213	     0.01332
 2812	  567.108	     1.10286	     0.00704
 2813	  567.311	     1.08491	     0.00942
 2814	  567.513	     1.06563	     0.00630
 2815	  567.701	     1.04675	     0.01011
 2816	  567.903	     1.02426	    -0.00334
 2817	  568.106	     1.00386	    -0.01091
 2818	  568.309	     0.98348	    -0.00524
 2819	  568.512	     0.96639	     0.00004
 2820	  568.715	     0.94322	    -0.01224
 2821	  568.902	     0.92748	    -0.00728
 2822	  569.105	     0.90154	     0.00003
 2823	  569.307	     0.88635	    -0.01181
 2824	  569.510	     0.86749	    -0.00655
 2825	  569.713	     0.84465	    -0.00665
 2826	  569.916	     0.82582	    -0.00051
 2827	  570.103	     0.80518	     0.00262
 2828	  570.306	     0.78424	     0.01517
 2829	  570.509	     0.76275	    -0.00764
 2830	  570.711	     0.74518	    -0.00603
 2831	  570.914	     0.72454	    -0.00951
 2832	  571.102	     0.70710	     0.00808
 2833	  571.304	     0.68585	    -0.00007
 2834	  571.507	     0.66252	    -0.00024
 2835	  571.710	     0.64618	    -0.00071
 2836	  571.913	     0.62607	     0.00874
 2837	  572.116	     0.60497	     0.00174
 2838	  572.303	     0.58876	     0.00737
 2839	  572.506	     0.56311	     0.00262
 2840	  572.708	     0.54258	     0.00366
 2841	  572.911	     0.52517	     0.00791
 2842	  573.114	     0.50491	    -0.00485
 2843	  573.301	     0.48518	     0.00377
 2844	  573.504	     0.46466	    -0.00195
 2845	  573.707	     0.44336	     0.00190
 2846	  573.910	     0.42392	     0.00368
 2847	  574.112	     0.40383	     0.00228
 2848	  574.315	     0.38401	    -0.00307
 2849	  574.502	     0.36839	    -0.00261
 2850	  574.705	     0.34404	     0.00596
 2851	  574.908	     0.32426	     0.00136
 2852	  575.111	     0.30370	    -0.00057
 2853	  575.314	     0.28610	     0.00064
 2854	  575.501	     0.26586	     0.00754
 2855	  575.704	     0.24406	     0.00957
 2856	  575.906	     0.22302	     0.00306
 2857	  576.109	     0.20438	     0.00397
 2858	  576.312	     0.18305	    -0.00366
 2859	  576.515	     0.16604	    -0.00474
 2860	  576.702	     0.14601	     0.00849
 2861	  576.905	     0.12167	     0.00905
 2862	  577.108	     0.10521	     0.01692
 2863	  577.310	     0.08678	     0.00844
 2864	  577.513	     0.06762	     0.00400
 2865	  577.716	     0.04640	     0.01551
 2866	  577.903	     0.02725	     0.01135
 2867	  578.106	     0.00523	     0.00689
 2868	  578.309	     0.01711	     0.00968	48	Load
 2869	  578.512	     0.03506	     0.01073
 2870	  578.714	     0.05603	     0.00504
 2871	  578.902	     0.07291	     0.01541
 2872	  579.104	     0.09682	     0.01304
 2873	  579.307	     0.11631	     0.01178
 2874	  579.510	     0.13395	     0.01473
 2875	  579.713	     0.15444	     0.01180
 2876	  579.916	     0.17251	     0.01624
 2877	  580.103	     0.19532	     0.01274
 2878	  580.306	     0.21435	     0.01807
 2879	  580.508	     0.23567	     0.00337
 2880	  580.711	     0.25426	     0.01136
 2881	  580.914	     0.27608	     0.00911
 2882	  581.101	     0.29202	     0.00613
 2883	  581.304	     0.31739	     0.00651
 2884	  581.507	     0.33674	     0.00756
 2885	  581.710	     0.35967	     0.00704
 2886	  581.912	     0.37478	     0.00399
 2887	  582.115	     0.39532	     0.00769
 2888	  582.302	     0.41470	     0.00956
 2889	  582.505	     0.43517	     0.00429
 2890	  582.708	     0.45566	     0.00387
 2891	  582.911	     0.47331	     0.00978
 2892	  583.114	     0.49601	     0.00408
 2893	  583.301	     0.51461	     0.00594
 2894	  583.504	     0.53431	    -0.00340
 2895	  583.706	     0.55663	    -0.00529
 2896	  583.909	     0.57725	    -0.00079
 2897	  584.112	     0.59423	    -0.00304
 2898	  584.315	     0.61702	     0.00180
 2899	  584.502	     0.63232	     0.00356
 2900	  584.705	     0.65581	     0.00150
 2901	  584.908	     0.67579	    -0.00524
 2902	  585.110	     0.69349	    -0.00213
 2903	  585.313	     0.71697	     0.00108
 2904	  585.516	     0.73369	    -0.00417
 2905	  585.703	     0.75295	     0.00411
 2906	  585.906	     0.77621	     0.00995
 2907	  586.109	     0.79573	     0.00665
 2908	  586.312	     0.81459	     0.00396
 2909	  586.514	     0.83378	     0.01010
 2910	  586.702	     0.85445	     0.00132
 2911	  586.904	     0.87729	     0.00871
 2912	  587.107	     0.89856	     0.00256
 2913	  587.310	     0.91540	     0.01671
 2914	  587.513	     0.93436	     0.01769
 2915	  587.716	     0.95466	     0.01304
 2916	  587.903	     0.97187	     0.01301
 2917	  588.106	     0.99650	     0.01409
 2918	  588.308	     1.01669	     0.01499
 2919	  588.511	     1.03346	     0.01362
 2920	  588.714	     1.05633	     0.01388
 2921	  588.901	     1.07271	     0.01526
 2922	  589.104	     1.09607	     0.01335
 2923	  589.307	     1.11604	     0.01090
 2924	  589.510	     1.13768	     0.00886
 2925	  589.712	     1.15403	     0.01106
 2926	  589.915	     1.17543	     0.02018
 2927	  590.102	     1.19702	     0.02062
 2928	  590.305	     1.21519	     0.01645
 2929	  590.508	     1.23562	     0.00953
 2930	  590.711	     1.25329	     0.00724
 2931	  590.914	     1.27496	     0.01497
 2932	  591.101	     1.29262	     0.01258
 2933	  591.304	     1.31615	     0.01765
 2934	  591.506	     1.33475	     0.01132
 2935	  591.709	     1.35626	     0.02085
 2936	  591.912	     1.37317	     0.01174
 2937	  592.115	     1.39705	     0.01407
 2938	  592.302	     1.41432	     0.02088
 2939	  592.505	     1.43477	     0.01279
 2940	  592.708	     1.45516	     0.01329
 2941	  592.910	     1.47407	     0.01684
 2942	  593.113	     1.49555	     0.01053
 2943	  593.316	     1.51444	     0.01444
 2944	  593.503	     1.53304	     0.01442
 2945	  593.706	     1.55442	     0.00754
 2946	  593.909	     1.57382	     0.00640
 2947	  594.112	     1.59457	     0.00474
 2948	  594.314	     1.61521	     0.00757
 2949	  594.502	     1.63309	     0.01957
 2950	  594.704	     1.65585	     0.00392
 2951	  594.907	     1.67572	     0.00337
 2952	  595.110	     1.69479	     0.01070
 2953	  595.313	     1.71498	     0.01348
 2954	  595.516	     1.73290	     0.00715
 2955	  595.703	     1.75355	     0.00282
 2956	  595.906	     1.77785	     0.00654
 2957	  596.108	     1.79476	     0.01114
 2958	  596.311	     1.81506	     0.00585
 2959	  596.514	     1.83234	     0.01389
 2960	  596.701	     1.85415	     0.01650
 2961	  596.904	     1.87758	     0.01426
 2962	  597.107	     1.89396	     0.01085
 2963	  597.310	     1.91675	     0.01301
 2964	  597.512	     1.93437	     0.01756
 2965	  597.715	     1.95576	     0.01523
 2966	  597.902	     1.97285	     0.01279
 2967	  598.105	     1.99702	     0.01053
 2968	  598.308	     2.01684	     0.01250
 2969	  598.511	     2.03439	     0.01156
 2970	  598.714	     2.05404	     0.01244
 2971	  598.901	     2.07332	     0.00708
 2972	  599.104	     2.09637	     0.00445
 2973	  599.306	     2.11708	     0.00408
 2974	  599.509	     2.13673	     0.00632
 2975	  599.712	     2.14910	     0.12760
 2976	  599.915	     2.16074	     0.48157
 2977	  600.102	     2.17112	     1.02436
 2978	  600.305	     2.18862	     1.83057
 2979	  600.508	     2.20121	     2.71224
 2980	  600.710	     2.21866	     3.65563
 2981	  600.913	     2.22995	     4.77089
 2982	  601.116	     2.24839	     5.95208
 2983	  601.303	     2.26986	     7.04141
 2984	  601.506	     2.30905	     7.86527
 2985	  601.709	     2.34222	     7.65055
 2986	  601.912	     2.35290	     7.70905
 2987	  602.114	     2.37548	     7.88935
 2988	  602.302	     2.38803	     7.68134	49	Unload
 2989	  602.504	     2.37893	     6.81866
 2990	  602.707	     2.36879	     5.73516
 2991	  602.910	     2.35459	     4.51220
 2992	  603.113	     2.33724	     3.24030
 2993	  603.316	     2.31281	     2.03358
 2994	  603.503	     2.29100	     1.05615
 2995	  603.706	     2.26839	     0.13986
 2996	  603.908	     2.22302	     0.00488
 2997	  604.111	     2.20444	     0.01197
 2998	  604.314	     2.18605	     0.01711
 2999	  604.501	     2.16859	     0.01079
 3000	  604.704	     2.14328	     0.01301
 3001	  604.907	     2.12600	     0.00555
 3002	  605.110	     2.10317	     0.00920
 3003	  605.312	     2.08567	     0.01403
 3004	  605.515	     2.06829	     0.00539
 3005	  605.702	     2.04701	     0.01502
 3006	  605.905	     2.02377	     0.00728
 3007	  606.108	     2.00191	     0.01338
 3008	  606.311	     1.98373	     0.00966
 3009	  606.514	     1.96440	     0.01237
 3010	  606.701	     1.94714	     0.01502
 3011	  606.904	     1.92725	     0.00883
 3012	  607.106	     1.90360	     0.00842
 3013	  607.309	     1.88425	     0.01589
 3014	  607.512	     1.86559	     0.01112
 3015	  607.715	     1.84630	     0.01554
 3016	  607.902	     1.82593	     0.01215
 3017	  608.105	     1.80329	     0.02353
 3018	  608.308	     1.78363	     0.01804
 3019	  608.510	     1.76603	     0.01454
 3020	  608.713	     1.74398	     0.01166
 3021	  608.916	     1.72530	     0.01112
 3022	  609.103	     1.70876	     0.00760
 3023	  609.306	     1.68271	     0.01818
 3024	  609.509	     1.66469	     0.01913
 3025	  609.712	     1.64617	     0.00738
 3026	  609.914	     1.62506	     0.01363
 3027	  610.102	     1.60544	     0.01540
 3028	  610.304	     1.58404	     0.01609
 3029	  610.507	     1.56236	     0.01060
 3030	  610.710	     1.54718	     0.01672
 3031	  610.913	     1.52352	     0.01064
 3032	  611.116	     1.50600	     0.00939
 3033	  611.303	     1.48709	     0.01409
 3034	  611.506	     1.46367	     0.02640
 3035	  611.708	     1.44612	     0.02381
 3036	  611.911	     1.42476	     0.02254
 3037	  612.114	     1.40485	     0.01705
 3038	  612.301	     1.38682	     0.01350
 3039	  612.504	     1.36570	     0.01843
 3040	  612.707	     1.34505	     0.02155
 3041	  612.910	     1.32603	     0.00742
 3042	  613.112	     1.30777	     0.01919
 3043	  613.315	     1.28715	     0.02491
 3044	  613.502	     1.26731	     0.02097
 3045	  613.705	     1.24375	     0.01859
 3046	  613.908	     1.22443	     0.01540
 3047	  614.111	     1.20440	     0.01228
 3048	  614.314	     1.18399	     0.01382
 3049	  614.501	     1.16670	     0.00848
 3050	  614.704	     1.14523	     0.01917
 3051	  614.906	     1.12569	     0.02042
 3052	  615.109	     1.10389	     0.01650
 3053	  615.312	     1.08506	     0.01314
 3054	  615.515	     1.06521	     0.01024
 3055	  615.702	     1.04614	     0.02440
 3056	  615.905	     1.02137	     0.01588
 3057	  616.108	     1.00350	     0.02703
 3058	  616.310	     0.98562	     0.02161
 3059	  616.513	     0.96728	     0.00802
 3060	  616.716	     0.94553	     0.01231
 3061	  616.903	     0.92469	     0.00865
 3062	  617.106	     0.90543	     0.01557
 3063	  617.309	     0.88517	     0.01478
 3064	  617.512	     0.86582	     0.01753
 3065	  617.714	     0.84569	     0.02269
 3066	  617.902	     0.82582	     0.00544
 3067	  618.104	     0.80475	     0.01606
 3068	  618.307	     0.78350	     0.02301
 3069	  618.510	     0.76441	     0.01296
 3070	  618.713	     0.74576	     0.01796
 3071	  618.916	     0.72663	     0.01168
 3072	  619.103	     0.70633	     0.01619
 3073	  619.306	     0.68487	     0.01715
 3074	  619.508	     0.66558	     0.00450
 3075	  619.711	     0.64554	     0.01647
 3076	  619.914	     0.62468	     0.01611
 3077	  620.101	     0.60766	     0.00498
 3078	  620.304	     0.58428	     0.01472
 3079	  620.507	     0.56446	     0.01333
 3080	  620.710	     0.54358	     0.01745
 3081	  620.912	     0.52611	     0.01401
 3082	  621.115	     0.50598	     0.01402
 3083	  621.302	     0.48670	     0.02049
 3084	  621.521	     0.46832	     0.02825
 3085	  621.755	     0.45033	     0.03705
 3086	  621.911	     0.43307	     0.01922
 3087	  622.114	     0.40419	     0.02862
 3088	  622.301	     0.38639	     0.01533
 3089	  622.504	     0.36405	     0.02068
 3090	  622.706	     0.34411	     0.01707
 3091	  622.909	     0.32494	     0.01277
 3092	  623.112	     0.30546	     0.01565
 3093	  623.315	     0.28765	     0.03002
 3094	  623.502	     0.27122	     0.03266
 3095	  623.720	     0.24902	     0.02730
 3096	  623.908	     0.22941	     0.02920
 3097	  624.126	     0.20219	     0.01960
 3098	  624.313	     0.18959	     0.02155
 3099	  624.516	     0.16779	     0.02480
 3100	  624.703	     0.14676	     0.01992
 3101	  624.906	     0.12361	     0.01601
 3102	  625.109	     0.10457	     0.02159
 3103	  625.312	     0.08582	     0.01976
 3104	  625.514	     0.06503	     0.01887
 3105	  625.702	     0.04803	     0.01501
 3106	  625.904	     0.02614	     0.02003
 3107	  626.107	     0.00532	     0.02080
 3108	  626.310	     0.01287	     0.02254	50	Load
 3109	  626.513	     0.03440	     0.02364
 3110	  626.716	     0.05290	     0.02171
 3111	  626.903	     0.07364	     0.03064
 3112	  627.106	     0.09618	     0.02599
 3113	  627.308	     0.11553	     0.03613
 3114	  627.511	     0.13396	     0.02511
 3115	  627.714	     0.15469	     0.02270
 3116	  627.901	     0.17346	     0.02780
 3117	  628.104	     0.19493	     0.02823
 3118	  628.307	     0.21510	     0.03147
 3119	  628.510	     0.23594	     0.03694
 3120	  628.712	     0.25473	     0.03925
 3121	  628.915	     0.27342	     0.03893
 3122	  629.102	     0.29369	     0.03085
 3123	  629.305	     0.31763	     0.02656
 3124	  629.508	     0.33495	     0.02143
 3125	  629.711	     0.35489	     0.03336
 3126	  629.914	     0.37451	     0.03278
 3127	  630.101	     0.39242	     0.02751
 3128	  630.304	     0.41611	     0.03046
 3129	  630.506	     0.43405	     0.02858
 3130	  630.709	     0.45901	     0.03358
 3131	  630.912	     0.47464	     0.03536
 3132	  631.115	     0.49570	     0.03522
 3133	  631.302	     0.51415	     0.03303
 3134	  631.505	     0.53778	     0.02726
 3135	  631.708	     0.55645	     0.03342
 3136	  631.910	     0.57673	     0.03005
 3137	  632.113	     0.59295	     0.03421
 3138	  632.316	     0.61332	     0.03175
 3139	  632.503	     0.63361	     0.02934
 3140	  632.706	     0.65377	     0.02173
 3141	  632.909	     0.67805	     0.02274
 3142	  633.112	     0.69391	     0.03151
 3143	  633.314	     0.71472	     0.02971
 3144	  633.502	     0.73343	     0.02831
 3145	  633.704	     0.75435	     0.02885
 3146	  633.907	     0.77646	     0.02496
 3147	  634.110	     0.79106	     0.02243
 3148	  634.313	     0.81485	     0.02577
 3149	  634.516	     0.83502	     0.02078
 3150	  634.703	     0.85324	     0.02025
 3151	  634.906	     0.87512	     0.03269
 3152	  635.108	     0.89656	     0.03567
 3153	  635.311	     0.91564	     0.03173
 3154	  635.514	     0.93532	     0.03326
 3155	  635.701	     0.95524	     0.02266
 3156	  635.904	     0.97569	     0.01936
 3157	  636.107	     0.99539	     0.02106
 3158	  636.310	     1.01524	     0.02467
 3159	  636.512	     1.03499	     0.02696
 3160	  636.715	     1.05339	     0.01972
 3161	  636.902	     1.07327	     0.02792
 3162	  637.105	     1.09712	     0.02436
 3163	  637.308	     1.11539	     0.02872
 3164	  637.511	     1.13476	     0.02275
 3165	  637.714	     1.15290	     0.02470
 3166	  637.901	     1.17610	     0.03754
 3167	  638.104	     1.19456	     0.03465
 3168	  638.306	     1.21618	     0.01845
 3169	  638.509	     1.23542	     0.03186
 3170	  638.712	     1.25257	     0.02581
 3171	  638.915	     1.27513	     0.02847
 3172	  639.102	     1.29406	     0.02331
 3173	  639.305	     1.31640	     0.02802
 3174	  639.508	     1.33549	     0.03165
 3175	  639.710	     1.35371	     0.02923
 3176	  639.913	     1.37254	     0.03452
 3177	  640.116	     1.39510	     0.03235
 3178	  640.303	     1.41353	     0.02933
 3179	  640.506	     1.43665	     0.03573
 3180	  640.709	     1.45741	     0.03403
 3181	  640.912	     1.47405	     0.02912
 3182	  641.114	     1.49352	     0.02249
 3183	  641.302	     1.51483	     0.02747
 3184	  641.504	     1.53433	     0.02487
 3185	  641.707	     1.55580	     0.02354
 3186	  641.910	     1.57537	     0.02779
 3187	  642.113	     1.59498	     0.03210
 3188	  642.316	     1.61369	     0.02568
 3189	  642.503	     1.63231	     0.03153
 3190	  642.706	     1.65534	     0.02148
 3191	  642.908	     1.67479	     0.03016
 3192	  643.111	     1.69377	     0.02842
 3193	  643.314	     1.71499	     0.03052
 3194	  643.501	     1.73151	     0.03196
 3195	  643.704	     1.75830	     0.01804
 3196	  643.907	     1.77483	     0.02699
 3197	  644.110	     1.79653	     0.03103
 3198	  644.312	     1.81115	     0.02630
 3199	  644.515	     1.83637	     0.02928
 3200	  644.702	     1.85350	     0.02633
 3201	  644.905	     1.87550	     0.03536
 3202	  645.108	     1.89436	     0.03673
 3203	  645.311	     1.91581	     0.03941
 3204	  645.514	     1.93542	     0.02866
 3205	  645.701	     1.95492	     0.03253
 3206	  645.904	     1.96998	     0.02892
 3207	  646.106	     1.99627	     0.02803
 3208	  646.309	     2.01771	     0.02874
 3209	  646.512	     2.03296	     0.03139
 3210	  646.715	     2.05348	     0.02441
 3211	  646.902	     2.07409	     0.01535
 3212	  647.105	     2.09655	     0.01622
 3213	  647.308	     2.11598	     0.02634
 3214	  647.510	     2.13152	     0.02388
 3215	  647.713	     2.15426	     0.02996
 3216	  647.916	     2.17344	     0.02227
 3217	  648.103	     2.19560	     0.02139
 3218	  648.306	     2.21628	     0.02779
 3219	  648.509	     2.23312	     0.02631
 3220	  648.712	     2.24959	     0.16952
 3221	  648.914	     2.26159	     0.44822
 3222	  649.102	     2.26999	     0.97443
 3223	  649.304	     2.28771	     1.75039
 3224	  649.507	     2.30210	     2.66603
 3225	  649.710	     2.31652	     3.69353
 3226	  649.913	     2.33300	     4.75521
 3227	  650.116	     2.34990	     5.90447
 3228	  650.303	     2.36786	     6.98777
 3229	  650.506	     2.41471	     7.85117
 3230	  650.708	     2.44510	     7.59333
 3231	  650.911	     2.45347	     7.64403
 3232	  651.114	     2.47263	     7.81913
 3233	  651.301	     2.49105	     7.65832	51	Unload
 3234	  651.504	     2.48407	     6.72007
 3235	  651.707	     2.46943	     5.56211
 3236	  651.910	     2.45288	     4.31411
 3237	  652.112	     2.43536	     3.11976
 3238	  652.315	     2.41681	     1.90781
 3239	  652.502	     2.39500	     0.92824
 3240	  652.705	     2.36162	     0.08620
 3241	  652.908	     2.32380	     0.00688
 3242	  653.111	     2.30679	     0.02144
 3243	  653.314	     2.28453	     0.01278
 3244	  653.501	     2.26605	     0.02063
 3245	  653.704	     2.24448	     0.02496
 3246	  653.906	     2.22744	     0.02239
 3247	  654.109	     2.20445	     0.01398
 3248	  654.312	     2.18576	     0.01771
 3249	  654.515	     2.16806	     0.01823
 3250	  654.702	     2.14691	     0.00671
 3251	  654.905	     2.12602	     0.02148
 3252	  655.108	     2.10467	     0.02257
 3253	  655.310	     2.08575	     0.01381
 3254	  655.513	     2.06837	     0.01249
 3255	  655.716	     2.04581	     0.01181
 3256	  655.903	     2.02651	     0.01513
 3257	  656.106	     2.00246	     0.01624
 3258	  656.309	     1.98419	     0.01090
 3259	  656.512	     1.96688	     0.01142
 3260	  656.714	     1.94553	     0.01937
 3261	  656.902	     1.92611	     0.01839
 3262	  657.104	     1.90480	     0.01500
 3263	  657.307	     1.88428	     0.02089
 3264	  657.510	     1.86373	     0.01179
 3265	  657.713	     1.84728	     0.02159
 3266	  657.916	     1.82470	     0.01736
 3267	  658.103	     1.80576	     0.01642
 3268	  658.306	     1.78584	     0.01298
 3269	  658.508	     1.76565	     0.01518
 3270	  658.711	     1.74505	     0.01779
 3271	  658.914	     1.72778	     0.01590
 3272	  659.101	     1.70690	     0.00734
 3273	  659.304	     1.68552	     0.00472
 3274	  659.507	     1.66533	     0.01353
 3275	  659.710	     1.64404	     0.01952
 3276	  659.912	     1.62507	     0.00586
 3277	  660.115	     1.60640	     0.01549
 3278	  660.302	     1.58468	     0.01787
 3279	  660.505	     1.56585	     0.01908
 3280	  660.708	     1.54424	     0.01983
 3281	  660.911	     1.52545	     0.02297
 3282	  661.114	     1.50543	     0.01661
 3283	  661.301	     1.48697	     0.02186
 3284	  661.504	     1.46598	     0.02465
 3285	  661.706	     1.44411	     0.02257
 3286	  661.909	     1.42562	     0.02419
 3287	  662.112	     1.40653	     0.02406
 3288	  662.315	     1.38759	     0.01462
 3289	  662.502	     1.36560	     0.01685
 3290	  662.705	     1.34368	     0.02301
 3291	  662.908	     1.32410	     0.02032
 3292	  663.110	     1.30784	     0.01333
 3293	  663.313	     1.28752	     0.01307
 3294	  663.516	     1.26796	     0.01772
 3295	  663.703	     1.24759	     0.01949
 3296	  663.906	     1.22459	     0.01895
 3297	  664.109	     1.20288	     0.02192
 3298	  664.312	     1.18538	     0.01055
 3299	  664.514	     1.16853	     0.01970
 3300	  664.702	     1.14716	     0.02305
 3301	  664.904	     1.12391	     0.01940
 3302	  665.107	     1.10506	     0.01783
 3303	  665.310	     1.08695	     0.01016
 3304	  665.513	     1.06461	     0.00978
 3305	  665.716	     1.04485	     0.01108
 3306	  665.903	     1.02579	     0.01197
 3307	  666.106	     1.00464	     0.01813
 3308	  666.308	     0.98229	     0.01586
 3309	  666.511	     0.96808	     0.01673
 3310	  666.714	     0.94503	     0.01854
 3311	  666.901	     0.92961	     0.02140
 3312	  667.104	     0.90398	     0.02600
 3313	  667.307	     0.88271	     0.02340
 3314	  667.510	     0.86587	     0.01843
 3315	  667.712	     0.84560	     0.02107
 3316	  667.915	     0.82487	     0.02382
 3317	  668.102	     0.80594	     0.01214
 3318	  668.305	     0.78347	     0.01710
 3319	  668.508	     0.76563	     0.00691
 3320	  668.711	     0.74640	     0.01388
 3321	  668.914	     0.72677	     0.00885
 3322	  669.101	     0.70778	     0.00778
 3323	  669.304	     0.68589	     0.02205
